"GEO_ID","NAME","B19001G_001E","B19001G_001M","B19001G_001MA","B19001G_001EA","B19001G_002E","B19001G_002EA","B19001G_002M","B19001G_002MA","B19001G_003E","B19001G_003EA","B19001G_003M","B19001G_003MA","B19001G_004E","B19001G_004EA","B19001G_004M","B19001G_004MA","B19001G_005E","B19001G_005EA","B19001G_005M","B19001G_005MA","B19001G_006E","B19001G_006EA","B19001G_006M","B19001G_006MA","B19001G_007E","B19001G_007EA","B19001G_007M","B19001G_007MA","B19001G_008E","B19001G_008EA","B19001G_008M","B19001G_008MA","B19001G_009E","B19001G_009EA","B19001G_009M","B19001G_009MA","B19001G_010E","B19001G_010EA","B19001G_010M","B19001G_010MA","B19001G_011E","B19001G_011EA","B19001G_011M","B19001G_011MA","B19001G_012E","B19001G_012EA","B19001G_012M","B19001G_012MA","B19001G_013E","B19001G_013EA","B19001G_013M","B19001G_013MA","B19001G_014E","B19001G_014EA","B19001G_014M","B19001G_014MA","B19001G_015E","B19001G_015EA","B19001G_015M","B19001G_015MA","B19001G_016E","B19001G_016M","B19001G_016MA","B19001G_016EA","B19001G_017E","B19001G_017EA","B19001G_017M","B19001G_017MA",
"1400000US04013811100","Census Tract 8111, Maricopa County, Arizona","115","82","null","null","5","null","10","null","0","null","13","null","10","null","18","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","43","null","57","null","0","null","13","null","16","null","26","null","41","47","null","null","0","null","13","null",
"1400000US04013811200","Census Tract 8112, Maricopa County, Arizona","100","105","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","11","null","16","null","4","null","6","null","0","null","13","null","11","null","20","null","0","null","13","null","0","null","13","null","0","null","13","null","74","null","100","null","0","13","null","null","0","null","13","null",
"1400000US04013811300","Census Tract 8113, Maricopa County, Arizona","20","20","null","null","0","null","13","null","0","null","13","null","3","null","6","null","0","null","13","null","0","null","13","null","4","null","6","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","13","null","18","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013811400","Census Tract 8114, Maricopa County, Arizona","51","44","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","8","null","13","null","0","null","19","null","0","null","19","null","29","null","40","null","0","null","19","null","0","null","19","null","6","null","11","null","0","null","19","null","0","null","19","null","8","null","13","null","0","19","null","null","0","null","19","null",
"1400000US04013811500","Census Tract 8115, Maricopa County, Arizona","5","10","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","5","10","null","null","0","null","13","null",
"1400000US04013811600","Census Tract 8116, Maricopa County, Arizona","82","47","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","12","null","18","null","21","null","25","null","11","null","17","null","0","null","13","null","22","24","null","null","16","null","18","null",
"1400000US04013811700","Census Tract 8117, Maricopa County, Arizona","87","65","null","null","0","null","13","null","10","null","16","null","0","null","13","null","9","null","15","null","0","null","13","null","35","null","55","null","0","null","13","null","0","null","13","null","8","null","14","null","0","null","13","null","0","null","13","null","15","null","22","null","0","null","13","null","10","null","16","null","0","13","null","null","0","null","13","null",
"1400000US04013811800","Census Tract 8118, Maricopa County, Arizona","21","19","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","12","null","18","null","0","null","13","null","0","null","13","null","0","null","13","null","9","10","null","null","0","null","13","null",
"1400000US04013811900","Census Tract 8119, Maricopa County, Arizona","92","73","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","16","null","36","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","28","null","41","null","0","null","19","null","25","33","null","null","23","null","37","null",
"1400000US04013812000","Census Tract 8120, Maricopa County, Arizona","181","112","null","null","11","null","17","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","38","null","53","null","23","null","36","null","63","null","76","null","29","null","39","null","17","null","29","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null",
"1400000US04013812100","Census Tract 8121, Maricopa County, Arizona","81","85","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","22","37","null","null","59","null","78","null",
"1400000US04013812200","Census Tract 8122, Maricopa County, Arizona","223","167","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","24","null","41","null","0","null","19","null","19","null","29","null","18","null","30","null","87","null","134","null","0","null","19","null","0","19","null","null","75","null","71","null",
"1400000US04013812300","Census Tract 8123, Maricopa County, Arizona","35","33","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","24","null","27","null","0","null","19","null","1","null","10","null","10","16","null","null","0","null","19","null",
"1400000US04013812400","Census Tract 8124, Maricopa County, Arizona","103","91","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","61","null","86","null","0","null","19","null","24","null","28","null","0","null","19","null","7","null","12","null","11","28","null","null","0","null","19","null",
"1400000US04013812500","Census Tract 8125, Maricopa County, Arizona","18","15","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","11","null","16","null","0","13","null","null","7","null","8","null",
"1400000US04013812600","Census Tract 8126, Maricopa County, Arizona","182","116","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","18","null","29","null","13","null","23","null","22","null","35","null","25","null","30","null","0","null","19","null","104","104","null","null","0","null","19","null",
"1400000US04013812700","Census Tract 8127, Maricopa County, Arizona","119","96","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","46","null","73","null","0","null","19","null","0","null","19","null","18","null","29","null","0","null","19","null","20","null","30","null","0","null","19","null","0","19","null","null","35","null","43","null",
"1400000US04013812801","Census Tract 8128.01, Maricopa County, Arizona","16","20","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","16","20","null","null","0","null","13","null",
"1400000US04013812802","Census Tract 8128.02, Maricopa County, Arizona","60","56","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","30","null","49","null","0","null","19","null","0","null","19","null","12","null","19","null","0","null","19","null","0","null","19","null","7","12","null","null","11","null","17","null",
"1400000US04013812900","Census Tract 8129, Maricopa County, Arizona","20","32","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","20","32","null","null","0","null","13","null",
"1400000US04013813000","Census Tract 8130, Maricopa County, Arizona","20","19","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","20","null","19","null",
"1400000US04013813100","Census Tract 8131, Maricopa County, Arizona","118","118","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","83","null","117","null","13","null","15","null","16","null","16","null","0","null","13","null","0","13","null","null","6","null","10","null",
"1400000US04013813200","Census Tract 8132, Maricopa County, Arizona","54","50","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","31","null","43","null","0","null","13","null","0","null","13","null","15","24","null","null","8","null","14","null",
"1400000US04013813300","Census Tract 8133, Maricopa County, Arizona","83","47","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","9","null","15","null","8","null","12","null","0","null","19","null","33","32","null","null","33","null","26","null",
"1400000US04013813400","Census Tract 8134, Maricopa County, Arizona","68","56","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","33","null","49","null","0","null","13","null","10","null","16","null","0","13","null","null","25","null","34","null",
"1400000US04013813500","Census Tract 8135, Maricopa County, Arizona","72","42","null","null","13","null","19","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","12","null","17","null","8","null","12","null","0","null","13","null","0","null","13","null","9","null","14","null","0","null","13","null","17","18","null","null","13","null","15","null",
"1400000US04013813600","Census Tract 8136, Maricopa County, Arizona","167","119","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","8","null","13","null","0","null","13","null","9","null","15","null","0","null","13","null","0","null","13","null","121","120","null","null","29","null","29","null",
"1400000US04013813700","Census Tract 8137, Maricopa County, Arizona","10","15","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","10","null","15","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013813800","Census Tract 8138, Maricopa County, Arizona","16","18","null","null","0","null","13","null","0","null","13","null","8","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","8","null","12","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013813900","Census Tract 8139, Maricopa County, Arizona","61","44","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","11","null","16","null","0","null","19","null","17","null","26","null","24","null","28","null","9","13","null","null","0","null","19","null",
"1400000US04013814000","Census Tract 8140, Maricopa County, Arizona","11","16","null","null","0","null","13","null","0","null","13","null","1","null","3","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","10","15","null","null","0","null","13","null",
"1400000US04013814100","Census Tract 8141, Maricopa County, Arizona","106","52","null","null","0","null","19","null","0","null","19","null","0","null","19","null","14","null","21","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","27","null","30","null","49","null","38","null","9","null","15","null","0","19","null","null","7","null","12","null",
"1400000US04013814200","Census Tract 8142, Maricopa County, Arizona","111","121","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","10","null","14","null","0","null","13","null","0","null","13","null","101","null","120","null","0","13","null","null","0","null","13","null",
"1400000US04013814300","Census Tract 8143, Maricopa County, Arizona","79","50","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","11","null","17","null","0","null","13","null","0","null","13","null","14","null","21","null","0","null","13","null","3","null","9","null","11","null","16","null","12","null","22","null","28","null","35","null","0","13","null","null","0","null","13","null",
"1400000US04013814400","Census Tract 8144, Maricopa County, Arizona","199","105","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","27","null","25","null","0","null","13","null","80","null","72","null","11","null","17","null","0","null","13","null","51","68","null","null","30","null","36","null",
"1400000US04013814500","Census Tract 8145, Maricopa County, Arizona","5","11","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","5","null","11","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null",
"1400000US04013814600","Census Tract 8146, Maricopa County, Arizona","132","111","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","54","null","88","null","0","null","19","null","22","null","37","null","11","null","18","null","0","null","19","null","15","null","25","null","30","42","null","null","0","null","19","null",
"1400000US04013814700","Census Tract 8147, Maricopa County, Arizona","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013814801","Census Tract 8148.01, Maricopa County, Arizona","85","146","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","85","null","146","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013814802","Census Tract 8148.02, Maricopa County, Arizona","56","69","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","56","null","69","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null",
"1400000US04013814900","Census Tract 8149, Maricopa County, Arizona","120","132","null","null","0","null","13","null","0","null","13","null","11","null","20","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","5","null","8","null","0","null","13","null","0","null","13","null","0","null","13","null","74","null","123","null","30","47","null","null","0","null","13","null",
"1400000US04013815000","Census Tract 8150, Maricopa County, Arizona","119","108","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","34","null","37","null","0","null","13","null","71","null","100","null","14","15","null","null","0","null","13","null",
"1400000US04013815100","Census Tract 8151, Maricopa County, Arizona","145","86","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","61","null","57","null","20","null","22","null","7","null","12","null","29","31","null","null","28","null","43","null",
"1400000US04013815201","Census Tract 8152.01, Maricopa County, Arizona","129","119","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","59","null","87","null","0","null","19","null","0","null","19","null","0","null","19","null","28","null","42","null","0","null","19","null","42","56","null","null","0","null","19","null",
"1400000US04013815202","Census Tract 8152.02, Maricopa County, Arizona","82","75","null","null","0","null","13","null","0","null","13","null","18","null","30","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","47","null","78","null","17","null","25","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013815203","Census Tract 8152.03, Maricopa County, Arizona","69","70","null","null","0","null","13","null","10","null","19","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","35","null","53","null","0","null","13","null","0","null","13","null","24","38","null","null","0","null","13","null",
"1400000US04013815300","Census Tract 8153, Maricopa County, Arizona","38","48","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","5","null","10","null","0","null","13","null","5","null","7","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","28","null","45","null",
"1400000US04013815401","Census Tract 8154.01, Maricopa County, Arizona","48","46","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","19","null","30","null","17","null","29","null","0","null","13","null","12","21","null","null","0","null","13","null",
"1400000US04013815402","Census Tract 8154.02, Maricopa County, Arizona","142","102","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","15","null","25","null","0","null","19","null","0","null","19","null","64","null","78","null","29","null","47","null","0","19","null","null","34","null","45","null",
"1400000US04013815501","Census Tract 8155.01, Maricopa County, Arizona","16","28","null","null","0","null","13","null","0","null","13","null","16","null","28","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013815502","Census Tract 8155.02, Maricopa County, Arizona","48","57","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","21","null","33","null","0","null","13","null","0","null","13","null","0","null","13","null","27","null","45","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013815601","Census Tract 8156.01, Maricopa County, Arizona","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013815602","Census Tract 8156.02, Maricopa County, Arizona","48","46","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","28","null","30","null","0","null","19","null","20","null","37","null","0","19","null","null","0","null","19","null",
"1400000US04013815700","Census Tract 8157, Maricopa County, Arizona","61","53","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","4","null","6","null","19","null","24","null","26","null","42","null","0","null","19","null","12","19","null","null","0","null","19","null",
"1400000US04013815800","Census Tract 8158, Maricopa County, Arizona","113","75","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","37","null","46","null","0","null","19","null","18","null","22","null","41","47","null","null","17","null","23","null",
"1400000US04013815901","Census Tract 8159.01, Maricopa County, Arizona","59","58","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","8","null","14","null","0","null","19","null","28","null","45","null","23","null","29","null","0","null","19","null","0","19","null","null","0","null","19","null",
"1400000US04013815902","Census Tract 8159.02, Maricopa County, Arizona","9","15","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","9","null","15","null","0","null","19","null","0","19","null","null","0","null","19","null",
"1400000US04013816001","Census Tract 8160.01, Maricopa County, Arizona","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013816002","Census Tract 8160.02, Maricopa County, Arizona","77","133","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","77","null","133","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013816003","Census Tract 8160.03, Maricopa County, Arizona","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013816004","Census Tract 8160.04, Maricopa County, Arizona","66","75","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","66","null","75","null","0","null","19","null","0","null","19","null","0","19","null","null","0","null","19","null",
"1400000US04013816005","Census Tract 8160.05, Maricopa County, Arizona","190","260","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","190","null","260","null","0","13","null","null","0","null","13","null",
"1400000US04013816100","Census Tract 8161, Maricopa County, Arizona","130","83","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","13","null","20","null","0","null","19","null","54","null","52","null","30","null","47","null","23","null","28","null","10","16","null","null","0","null","19","null",
"1400000US04013816200","Census Tract 8162, Maricopa County, Arizona","108","109","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","8","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","12","null","22","null","0","null","13","null","0","null","13","null","56","null","90","null","0","13","null","null","32","null","27","null",
"1400000US04013816301","Census Tract 8163.01, Maricopa County, Arizona","21","22","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","2","null","4","null","0","null","13","null","10","null","17","null","9","14","null","null","0","null","13","null",
"1400000US04013816302","Census Tract 8163.02, Maricopa County, Arizona","50","49","null","null","0","null","13","null","0","null","13","null","0","null","13","null","12","null","21","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","22","32","null","null","16","null","25","null",
"1400000US04013816401","Census Tract 8164.01, Maricopa County, Arizona","37","59","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","37","null","59","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013816402","Census Tract 8164.02, Maricopa County, Arizona","16","30","null","null","0","null","13","null","0","null","13","null","16","null","30","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013816501","Census Tract 8165.01, Maricopa County, Arizona","10","17","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","10","null","17","null","0","13","null","null","0","null","13","null",
"1400000US04013816502","Census Tract 8165.02, Maricopa County, Arizona","58","54","null","null","19","null","25","null","0","null","13","null","0","null","13","null","0","null","13","null","5","null","8","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","34","null","51","null",
"1400000US04013816600","Census Tract 8166, Maricopa County, Arizona","67","42","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","21","null","25","null","14","null","23","null","0","null","19","null","0","null","19","null","32","29","null","null","0","null","19","null",
"1400000US04013816700","Census Tract 8167, Maricopa County, Arizona","55","42","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","2","null","4","null","0","null","13","null","4","null","7","null","0","null","13","null","19","29","null","null","30","null","29","null",
"1400000US04013816800","Census Tract 8168, Maricopa County, Arizona","178","108","null","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","12","null","19","null","0","null","19","null","0","null","19","null","0","null","19","null","35","null","52","null","26","null","29","null","21","null","28","null","26","29","null","null","58","null","74","null",
"1400000US04013816901","Census Tract 8169.01, Maricopa County, Arizona","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
"1400000US04013816902","Census Tract 8169.02, Maricopa County, Arizona","22","36","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","22","null","36","null","0","13","null","null","0","null","13","null",
"1400000US04013816903","Census Tract 8169.03, Maricopa County, Arizona","126","123","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","70","null","79","null","0","13","null","null","56","null","86","null",
"1400000US04013816904","Census Tract 8169.04, Maricopa County, Arizona","52","53","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","16","null","27","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","17","null","29","null","4","14","null","null","15","null","24","null",
"1400000US04013817000","Census Tract 8170, Maricopa County, Arizona","129","67","null","null","0","null","13","null","0","null","13","null","0","null","13","null","45","null","58","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","69","null","54","null","0","null","13","null","0","13","null","null","15","null","24","null",
"1400000US04013817101","Census Tract 8171.01, Maricopa County, Arizona","16","27","null","null","16","null","27","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null",
