"Column Name","Label"
"S2301_C04_017EA","Annotation of Unemployment rate!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone"
"S2301_C04_017M","Unemployment rate!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone"
"S2301_C04_017MA","Annotation of Unemployment rate!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Some other race alone"
"S2301_C01_018E","Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2301_C01_018EA","Annotation of Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2301_C01_018M","Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2301_C01_018MA","Annotation of Total!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2301_C02_018E","Labor Force Participation Rate!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2301_C02_018M","Labor Force Participation Rate!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2301_C02_018MA","Annotation of Labor Force Participation Rate!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2301_C02_018EA","Annotation of Labor Force Participation Rate!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2301_C03_018E","Employment/Population Ratio!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2301_C03_018EA","Annotation of Employment/Population Ratio!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2301_C03_018M","Employment/Population Ratio!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2301_C03_018MA","Annotation of Employment/Population Ratio!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2301_C04_018E","Unemployment rate!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2301_C04_018M","Unemployment rate!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2301_C04_018MA","Annotation of Unemployment rate!!Margin of Error!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2301_C04_018EA","Annotation of Unemployment rate!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races"
"S2301_C01_019E","Total!!Estimate!!Hispanic or Latino origin (of any race)"
"S2301_C01_019M","Total!!Margin of Error!!Hispanic or Latino origin (of any race)"
"S2301_C01_019MA","Annotation of Total!!Margin of Error!!Hispanic or Latino origin (of any race)"
"S2301_C01_019EA","Annotation of Total!!Estimate!!Hispanic or Latino origin (of any race)"
"S2301_C02_019E","Labor Force Participation Rate!!Estimate!!Hispanic or Latino origin (of any race)"
"S2301_C02_019M","Labor Force Participation Rate!!Margin of Error!!Hispanic or Latino origin (of any race)"
"S2301_C02_019MA","Annotation of Labor Force Participation Rate!!Margin of Error!!Hispanic or Latino origin (of any race)"
"S2301_C02_019EA","Annotation of Labor Force Participation Rate!!Estimate!!Hispanic or Latino origin (of any race)"
"S2301_C03_019E","Employment/Population Ratio!!Estimate!!Hispanic or Latino origin (of any race)"
"S2301_C03_019M","Employment/Population Ratio!!Margin of Error!!Hispanic or Latino origin (of any race)"
"S2301_C03_019MA","Annotation of Employment/Population Ratio!!Margin of Error!!Hispanic or Latino origin (of any race)"
"S2301_C03_019EA","Annotation of Employment/Population Ratio!!Estimate!!Hispanic or Latino origin (of any race)"
"S2301_C04_019E","Unemployment rate!!Estimate!!Hispanic or Latino origin (of any race)"
"S2301_C04_019M","Unemployment rate!!Margin of Error!!Hispanic or Latino origin (of any race)"
"S2301_C04_019MA","Annotation of Unemployment rate!!Margin of Error!!Hispanic or Latino origin (of any race)"
"S2301_C04_019EA","Annotation of Unemployment rate!!Estimate!!Hispanic or Latino origin (of any race)"
"S2301_C01_020E","Total!!Estimate!!White alone, not Hispanic or Latino"
"S2301_C01_020M","Total!!Margin of Error!!White alone, not Hispanic or Latino"
"S2301_C01_020MA","Annotation of Total!!Margin of Error!!White alone, not Hispanic or Latino"
"S2301_C01_020EA","Annotation of Total!!Estimate!!White alone, not Hispanic or Latino"
"S2301_C02_020E","Labor Force Participation Rate!!Estimate!!White alone, not Hispanic or Latino"
"S2301_C02_020EA","Annotation of Labor Force Participation Rate!!Estimate!!White alone, not Hispanic or Latino"
"S2301_C02_020M","Labor Force Participation Rate!!Margin of Error!!White alone, not Hispanic or Latino"
"S2301_C02_020MA","Annotation of Labor Force Participation Rate!!Margin of Error!!White alone, not Hispanic or Latino"
"S2301_C03_020E","Employment/Population Ratio!!Estimate!!White alone, not Hispanic or Latino"
"S2301_C03_020M","Employment/Population Ratio!!Margin of Error!!White alone, not Hispanic or Latino"
"S2301_C03_020MA","Annotation of Employment/Population Ratio!!Margin of Error!!White alone, not Hispanic or Latino"
"S2301_C03_020EA","Annotation of Employment/Population Ratio!!Estimate!!White alone, not Hispanic or Latino"
"S2301_C04_020E","Unemployment rate!!Estimate!!White alone, not Hispanic or Latino"
"S2301_C04_020M","Unemployment rate!!Margin of Error!!White alone, not Hispanic or Latino"
"S2301_C04_020MA","Annotation of Unemployment rate!!Margin of Error!!White alone, not Hispanic or Latino"
"S2301_C04_020EA","Annotation of Unemployment rate!!Estimate!!White alone, not Hispanic or Latino"
"S2301_C01_021E","Total!!Estimate!!Population 20 to 64 years"
"S2301_C01_021M","Total!!Margin of Error!!Population 20 to 64 years"
"S2301_C01_021MA","Annotation of Total!!Margin of Error!!Population 20 to 64 years"
"S2301_C01_021EA","Annotation of Total!!Estimate!!Population 20 to 64 years"
"S2301_C02_021E","Labor Force Participation Rate!!Estimate!!Population 20 to 64 years"
"S2301_C02_021EA","Annotation of Labor Force Participation Rate!!Estimate!!Population 20 to 64 years"
"S2301_C02_021M","Labor Force Participation Rate!!Margin of Error!!Population 20 to 64 years"
"S2301_C02_021MA","Annotation of Labor Force Participation Rate!!Margin of Error!!Population 20 to 64 years"
"S2301_C03_021E","Employment/Population Ratio!!Estimate!!Population 20 to 64 years"
"S2301_C03_021EA","Annotation of Employment/Population Ratio!!Estimate!!Population 20 to 64 years"
"S2301_C03_021M","Employment/Population Ratio!!Margin of Error!!Population 20 to 64 years"
"S2301_C03_021MA","Annotation of Employment/Population Ratio!!Margin of Error!!Population 20 to 64 years"
"S2301_C04_021E","Unemployment rate!!Estimate!!Population 20 to 64 years"
"S2301_C04_021EA","Annotation of Unemployment rate!!Estimate!!Population 20 to 64 years"
"S2301_C04_021M","Unemployment rate!!Margin of Error!!Population 20 to 64 years"
"S2301_C04_021MA","Annotation of Unemployment rate!!Margin of Error!!Population 20 to 64 years"
"S2301_C01_022E","Total!!Estimate!!Population 20 to 64 years!!SEX!!Male"
"S2301_C01_022EA","Annotation of Total!!Estimate!!Population 20 to 64 years!!SEX!!Male"
"S2301_C01_022M","Total!!Margin of Error!!Population 20 to 64 years!!SEX!!Male"
"S2301_C01_022MA","Annotation of Total!!Margin of Error!!Population 20 to 64 years!!SEX!!Male"
"S2301_C02_022E","Labor Force Participation Rate!!Estimate!!Population 20 to 64 years!!SEX!!Male"
"S2301_C02_022M","Labor Force Participation Rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Male"
"S2301_C02_022MA","Annotation of Labor Force Participation Rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Male"
"S2301_C02_022EA","Annotation of Labor Force Participation Rate!!Estimate!!Population 20 to 64 years!!SEX!!Male"
"S2301_C03_022E","Employment/Population Ratio!!Estimate!!Population 20 to 64 years!!SEX!!Male"
"S2301_C03_022EA","Annotation of Employment/Population Ratio!!Estimate!!Population 20 to 64 years!!SEX!!Male"
"S2301_C03_022M","Employment/Population Ratio!!Margin of Error!!Population 20 to 64 years!!SEX!!Male"
"S2301_C03_022MA","Annotation of Employment/Population Ratio!!Margin of Error!!Population 20 to 64 years!!SEX!!Male"
"S2301_C04_022E","Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Male"
"S2301_C04_022EA","Annotation of Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Male"
"S2301_C04_022M","Unemployment rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Male"
"S2301_C04_022MA","Annotation of Unemployment rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Male"
"S2301_C01_023E","Total!!Estimate!!Population 20 to 64 years!!SEX!!Female"
"S2301_C01_023EA","Annotation of Total!!Estimate!!Population 20 to 64 years!!SEX!!Female"
"S2301_C01_023M","Total!!Margin of Error!!Population 20 to 64 years!!SEX!!Female"
"S2301_C01_023MA","Annotation of Total!!Margin of Error!!Population 20 to 64 years!!SEX!!Female"
"S2301_C02_023E","Labor Force Participation Rate!!Estimate!!Population 20 to 64 years!!SEX!!Female"
"S2301_C02_023M","Labor Force Participation Rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female"
"S2301_C02_023MA","Annotation of Labor Force Participation Rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female"
"S2301_C02_023EA","Annotation of Labor Force Participation Rate!!Estimate!!Population 20 to 64 years!!SEX!!Female"
"S2301_C03_023E","Employment/Population Ratio!!Estimate!!Population 20 to 64 years!!SEX!!Female"
"S2301_C03_023EA","Annotation of Employment/Population Ratio!!Estimate!!Population 20 to 64 years!!SEX!!Female"
"S2301_C03_023M","Employment/Population Ratio!!Margin of Error!!Population 20 to 64 years!!SEX!!Female"
"S2301_C03_023MA","Annotation of Employment/Population Ratio!!Margin of Error!!Population 20 to 64 years!!SEX!!Female"
"S2301_C04_023E","Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Female"
"S2301_C04_023EA","Annotation of Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Female"
"S2301_C04_023M","Unemployment rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female"
"S2301_C04_023MA","Annotation of Unemployment rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female"
"S2301_C01_024E","Total!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years"
"S2301_C01_024M","Total!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years"
"S2301_C01_024MA","Annotation of Total!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years"
"S2301_C01_024EA","Annotation of Total!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years"
"S2301_C02_024E","Labor Force Participation Rate!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years"
"S2301_C02_024M","Labor Force Participation Rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years"
"S2301_C02_024MA","Annotation of Labor Force Participation Rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years"
"S2301_C02_024EA","Annotation of Labor Force Participation Rate!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years"
"S2301_C03_024E","Employment/Population Ratio!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years"
"S2301_C03_024M","Employment/Population Ratio!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years"
"S2301_C03_024MA","Annotation of Employment/Population Ratio!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years"
"S2301_C03_024EA","Annotation of Employment/Population Ratio!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years"
"S2301_C04_024E","Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years"
"S2301_C04_024M","Unemployment rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years"
"S2301_C04_024MA","Annotation of Unemployment rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years"
"S2301_C04_024EA","Annotation of Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years"
"S2301_C01_025E","Total!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only"
"S2301_C01_025M","Total!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only"
"S2301_C01_025MA","Annotation of Total!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only"
"S2301_C01_025EA","Annotation of Total!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only"
"S2301_C02_025E","Labor Force Participation Rate!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only"
"S2301_C02_025M","Labor Force Participation Rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only"
"S2301_C02_025MA","Annotation of Labor Force Participation Rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only"
"S2301_C02_025EA","Annotation of Labor Force Participation Rate!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only"
"S2301_C03_025E","Employment/Population Ratio!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only"
"S2301_C03_025M","Employment/Population Ratio!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only"
"S2301_C03_025MA","Annotation of Employment/Population Ratio!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only"
"S2301_C03_025EA","Annotation of Employment/Population Ratio!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only"
"S2301_C04_025E","Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only"
"S2301_C04_025M","Unemployment rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only"
"S2301_C04_025MA","Annotation of Unemployment rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only"
"S2301_C04_025EA","Annotation of Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years only"
"S2301_C01_026E","Total!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17 years"
"S2301_C01_026M","Total!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17 years"
"S2301_C01_026MA","Annotation of Total!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17 years"
"S2301_C01_026EA","Annotation of Total!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17 years"
"S2301_C02_026E","Labor Force Participation Rate!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17 years"
"S2301_C02_026EA","Annotation of Labor Force Participation Rate!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17 years"
"S2301_C02_026M","Labor Force Participation Rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17 years"
"S2301_C02_026MA","Annotation of Labor Force Participation Rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17 years"
"S2301_C03_026E","Employment/Population Ratio!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17 years"
"S2301_C03_026M","Employment/Population Ratio!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17 years"
"S2301_C03_026MA","Annotation of Employment/Population Ratio!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17 years"
"S2301_C03_026EA","Annotation of Employment/Population Ratio!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17 years"
"S2301_C04_026E","Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17 years"
"S2301_C04_026EA","Annotation of Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17 years"
"S2301_C04_026M","Unemployment rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17 years"
"S2301_C04_026MA","Annotation of Unemployment rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 years and 6 to 17 years"
"S2301_C01_027E","Total!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 to 17 years only"
"S2301_C01_027M","Total!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 to 17 years only"
"S2301_C01_027MA","Annotation of Total!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 to 17 years only"
"S2301_C01_027EA","Annotation of Total!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 to 17 years only"
"S2301_C02_027E","Labor Force Participation Rate!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 to 17 years only"
"S2301_C02_027EA","Annotation of Labor Force Participation Rate!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 to 17 years only"
"S2301_C02_027M","Labor Force Participation Rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 to 17 years only"
"S2301_C02_027MA","Annotation of Labor Force Participation Rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 to 17 years only"
"S2301_C03_027E","Employment/Population Ratio!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 to 17 years only"
"S2301_C03_027M","Employment/Population Ratio!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 to 17 years only"
"S2301_C03_027MA","Annotation of Employment/Population Ratio!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 to 17 years only"
"S2301_C03_027EA","Annotation of Employment/Population Ratio!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 to 17 years only"
"S2301_C04_027E","Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 to 17 years only"
"S2301_C04_027EA","Annotation of Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 to 17 years only"
"S2301_C04_027M","Unemployment rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 to 17 years only"
"S2301_C04_027MA","Annotation of Unemployment rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 18 years!!With own children under 6 to 17 years only"
"S2301_C01_028E","Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C01_028EA","Annotation of Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C01_028M","Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C01_028MA","Annotation of Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C02_028E","Labor Force Participation Rate!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C02_028M","Labor Force Participation Rate!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C02_028MA","Annotation of Labor Force Participation Rate!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C02_028EA","Annotation of Labor Force Participation Rate!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C03_028E","Employment/Population Ratio!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C03_028M","Employment/Population Ratio!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C03_028MA","Annotation of Employment/Population Ratio!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C03_028EA","Annotation of Employment/Population Ratio!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C04_028E","Unemployment rate!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C04_028EA","Annotation of Unemployment rate!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C04_028M","Unemployment rate!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C04_028MA","Annotation of Unemployment rate!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C01_029E","Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level"
"S2301_C01_029EA","Annotation of Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level"
"S2301_C01_029M","Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level"
"S2301_C01_029MA","Annotation of Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level"
"S2301_C02_029E","Labor Force Participation Rate!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level"
"S2301_C02_029M","Labor Force Participation Rate!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level"
"S2301_C02_029MA","Annotation of Labor Force Participation Rate!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level"
"S2301_C02_029EA","Annotation of Labor Force Participation Rate!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level"
"S2301_C03_029E","Employment/Population Ratio!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level"
"S2301_C03_029EA","Annotation of Employment/Population Ratio!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level"
"S2301_C03_029M","Employment/Population Ratio!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level"
"S2301_C03_029MA","Annotation of Employment/Population Ratio!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level"
"S2301_C04_029E","Unemployment rate!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level"
"S2301_C04_029M","Unemployment rate!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level"
"S2301_C04_029MA","Annotation of Unemployment rate!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level"
"S2301_C04_029EA","Annotation of Unemployment rate!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above the poverty level"
"S2301_C01_030E","Total!!Estimate!!DISABILITY STATUS!!With any disability"
"S2301_C01_030M","Total!!Margin of Error!!DISABILITY STATUS!!With any disability"
"S2301_C01_030MA","Annotation of Total!!Margin of Error!!DISABILITY STATUS!!With any disability"
"S2301_C01_030EA","Annotation of Total!!Estimate!!DISABILITY STATUS!!With any disability"
"S2301_C02_030E","Labor Force Participation Rate!!Estimate!!DISABILITY STATUS!!With any disability"
"S2301_C02_030M","Labor Force Participation Rate!!Margin of Error!!DISABILITY STATUS!!With any disability"
"S2301_C02_030MA","Annotation of Labor Force Participation Rate!!Margin of Error!!DISABILITY STATUS!!With any disability"
"S2301_C02_030EA","Annotation of Labor Force Participation Rate!!Estimate!!DISABILITY STATUS!!With any disability"
"S2301_C03_030E","Employment/Population Ratio!!Estimate!!DISABILITY STATUS!!With any disability"
"S2301_C03_030EA","Annotation of Employment/Population Ratio!!Estimate!!DISABILITY STATUS!!With any disability"
"S2301_C03_030M","Employment/Population Ratio!!Margin of Error!!DISABILITY STATUS!!With any disability"
"S2301_C03_030MA","Annotation of Employment/Population Ratio!!Margin of Error!!DISABILITY STATUS!!With any disability"
"S2301_C04_030E","Unemployment rate!!Estimate!!DISABILITY STATUS!!With any disability"
"S2301_C04_030M","Unemployment rate!!Margin of Error!!DISABILITY STATUS!!With any disability"
"S2301_C04_030MA","Annotation of Unemployment rate!!Margin of Error!!DISABILITY STATUS!!With any disability"
"S2301_C04_030EA","Annotation of Unemployment rate!!Estimate!!DISABILITY STATUS!!With any disability"
"S2301_C01_031E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C01_031M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C01_031MA","Annotation of Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C01_031EA","Annotation of Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C02_031E","Labor Force Participation Rate!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C02_031EA","Annotation of Labor Force Participation Rate!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C02_031M","Labor Force Participation Rate!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C02_031MA","Annotation of Labor Force Participation Rate!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C03_031E","Employment/Population Ratio!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C03_031M","Employment/Population Ratio!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C03_031MA","Annotation of Employment/Population Ratio!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C03_031EA","Annotation of Employment/Population Ratio!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C04_031E","Unemployment rate!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C04_031EA","Annotation of Unemployment rate!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C04_031M","Unemployment rate!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C04_031MA","Annotation of Unemployment rate!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C01_032E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate"
"S2301_C01_032M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate"
"S2301_C01_032MA","Annotation of Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate"
"S2301_C01_032EA","Annotation of Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate"
"S2301_C02_032E","Labor Force Participation Rate!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate"
"S2301_C02_032EA","Annotation of Labor Force Participation Rate!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate"
