"Column Name","Label"
"S2301_C01_018E","Total!!Estimate!!White alone, not Hispanic or Latino"
"S2301_C01_018M","Total!!Margin of Error!!White alone, not Hispanic or Latino"
"S2301_C01_018MA","Annotation of Total!!Margin of Error!!White alone, not Hispanic or Latino"
"S2301_C01_018EA","Annotation of Total!!Estimate!!White alone, not Hispanic or Latino"
"S2301_C02_018E","In labor force!!Estimate!!White alone, not Hispanic or Latino"
"S2301_C02_018EA","Annotation of In labor force!!Estimate!!White alone, not Hispanic or Latino"
"S2301_C02_018M","In labor force!!Margin of Error!!White alone, not Hispanic or Latino"
"S2301_C02_018MA","Annotation of In labor force!!Margin of Error!!White alone, not Hispanic or Latino"
"S2301_C03_018E","Employed!!Estimate!!White alone, not Hispanic or Latino"
"S2301_C03_018EA","Annotation of Employed!!Estimate!!White alone, not Hispanic or Latino"
"S2301_C03_018M","Employed!!Margin of Error!!White alone, not Hispanic or Latino"
"S2301_C03_018MA","Annotation of Employed!!Margin of Error!!White alone, not Hispanic or Latino"
"S2301_C04_018E","Unemployment rate!!Estimate!!White alone, not Hispanic or Latino"
"S2301_C04_018EA","Annotation of Unemployment rate!!Estimate!!White alone, not Hispanic or Latino"
"S2301_C04_018M","Unemployment rate!!Margin of Error!!White alone, not Hispanic or Latino"
"S2301_C04_018MA","Annotation of Unemployment rate!!Margin of Error!!White alone, not Hispanic or Latino"
"S2301_C01_019E","Total!!Estimate!!Population 20 to 64 years"
"S2301_C01_019M","Total!!Margin of Error!!Population 20 to 64 years"
"S2301_C01_019MA","Annotation of Total!!Margin of Error!!Population 20 to 64 years"
"S2301_C01_019EA","Annotation of Total!!Estimate!!Population 20 to 64 years"
"S2301_C02_019E","In labor force!!Estimate!!Population 20 to 64 years"
"S2301_C02_019EA","Annotation of In labor force!!Estimate!!Population 20 to 64 years"
"S2301_C02_019M","In labor force!!Margin of Error!!Population 20 to 64 years"
"S2301_C02_019MA","Annotation of In labor force!!Margin of Error!!Population 20 to 64 years"
"S2301_C03_019E","Employed!!Estimate!!Population 20 to 64 years"
"S2301_C03_019M","Employed!!Margin of Error!!Population 20 to 64 years"
"S2301_C03_019MA","Annotation of Employed!!Margin of Error!!Population 20 to 64 years"
"S2301_C03_019EA","Annotation of Employed!!Estimate!!Population 20 to 64 years"
"S2301_C04_019E","Unemployment rate!!Estimate!!Population 20 to 64 years"
"S2301_C04_019EA","Annotation of Unemployment rate!!Estimate!!Population 20 to 64 years"
"S2301_C04_019M","Unemployment rate!!Margin of Error!!Population 20 to 64 years"
"S2301_C04_019MA","Annotation of Unemployment rate!!Margin of Error!!Population 20 to 64 years"
"S2301_C01_020E","Total!!Estimate!!Population 20 to 64 years!!SEX!!Male"
"S2301_C01_020EA","Annotation of Total!!Estimate!!Population 20 to 64 years!!SEX!!Male"
"S2301_C01_020M","Total!!Margin of Error!!Population 20 to 64 years!!SEX!!Male"
"S2301_C01_020MA","Annotation of Total!!Margin of Error!!Population 20 to 64 years!!SEX!!Male"
"S2301_C02_020E","In labor force!!Estimate!!Population 20 to 64 years!!SEX!!Male"
"S2301_C02_020EA","Annotation of In labor force!!Estimate!!Population 20 to 64 years!!SEX!!Male"
"S2301_C02_020M","In labor force!!Margin of Error!!Population 20 to 64 years!!SEX!!Male"
"S2301_C02_020MA","Annotation of In labor force!!Margin of Error!!Population 20 to 64 years!!SEX!!Male"
"S2301_C03_020E","Employed!!Estimate!!Population 20 to 64 years!!SEX!!Male"
"S2301_C03_020EA","Annotation of Employed!!Estimate!!Population 20 to 64 years!!SEX!!Male"
"S2301_C03_020M","Employed!!Margin of Error!!Population 20 to 64 years!!SEX!!Male"
"S2301_C03_020MA","Annotation of Employed!!Margin of Error!!Population 20 to 64 years!!SEX!!Male"
"S2301_C04_020E","Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Male"
"S2301_C04_020M","Unemployment rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Male"
"S2301_C04_020MA","Annotation of Unemployment rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Male"
"S2301_C04_020EA","Annotation of Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Male"
"S2301_C01_021E","Total!!Estimate!!Population 20 to 64 years!!SEX!!Female"
"S2301_C01_021M","Total!!Margin of Error!!Population 20 to 64 years!!SEX!!Female"
"S2301_C01_021MA","Annotation of Total!!Margin of Error!!Population 20 to 64 years!!SEX!!Female"
"S2301_C01_021EA","Annotation of Total!!Estimate!!Population 20 to 64 years!!SEX!!Female"
"S2301_C02_021E","In labor force!!Estimate!!Population 20 to 64 years!!SEX!!Female"
"S2301_C02_021M","In labor force!!Margin of Error!!Population 20 to 64 years!!SEX!!Female"
"S2301_C02_021MA","Annotation of In labor force!!Margin of Error!!Population 20 to 64 years!!SEX!!Female"
"S2301_C02_021EA","Annotation of In labor force!!Estimate!!Population 20 to 64 years!!SEX!!Female"
"S2301_C03_021E","Employed!!Estimate!!Population 20 to 64 years!!SEX!!Female"
"S2301_C03_021M","Employed!!Margin of Error!!Population 20 to 64 years!!SEX!!Female"
"S2301_C03_021MA","Annotation of Employed!!Margin of Error!!Population 20 to 64 years!!SEX!!Female"
"S2301_C03_021EA","Annotation of Employed!!Estimate!!Population 20 to 64 years!!SEX!!Female"
"S2301_C04_021E","Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Female"
"S2301_C04_021EA","Annotation of Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Female"
"S2301_C04_021M","Unemployment rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female"
"S2301_C04_021MA","Annotation of Unemployment rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female"
"S2301_C01_022E","Total!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years"
"S2301_C01_022M","Total!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years"
"S2301_C01_022MA","Annotation of Total!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years"
"S2301_C01_022EA","Annotation of Total!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years"
"S2301_C02_022E","In labor force!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years"
"S2301_C02_022EA","Annotation of In labor force!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years"
"S2301_C02_022M","In labor force!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years"
"S2301_C02_022MA","Annotation of In labor force!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years"
"S2301_C03_022E","Employed!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years"
"S2301_C03_022EA","Annotation of Employed!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years"
"S2301_C03_022M","Employed!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years"
"S2301_C03_022MA","Annotation of Employed!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years"
"S2301_C04_022E","Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years"
"S2301_C04_022M","Unemployment rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years"
"S2301_C04_022MA","Annotation of Unemployment rate!!Margin of Error!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years"
"S2301_C04_022EA","Annotation of Unemployment rate!!Estimate!!Population 20 to 64 years!!SEX!!Female!!With own children under 6 years"
"S2301_C01_023E","Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C01_023EA","Annotation of Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C01_023M","Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C01_023MA","Annotation of Total!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C02_023E","In labor force!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C02_023EA","Annotation of In labor force!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C02_023M","In labor force!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C02_023MA","Annotation of In labor force!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C03_023E","Employed!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C03_023EA","Annotation of Employed!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C03_023M","Employed!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C03_023MA","Annotation of Employed!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C04_023E","Unemployment rate!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C04_023EA","Annotation of Unemployment rate!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C04_023M","Unemployment rate!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C04_023MA","Annotation of Unemployment rate!!Margin of Error!!POVERTY STATUS IN THE PAST 12 MONTHS!!Below poverty level"
"S2301_C01_024E","Total!!Estimate!!DISABILITY STATUS!!With any disability"
"S2301_C01_024M","Total!!Margin of Error!!DISABILITY STATUS!!With any disability"
"S2301_C01_024MA","Annotation of Total!!Margin of Error!!DISABILITY STATUS!!With any disability"
"S2301_C01_024EA","Annotation of Total!!Estimate!!DISABILITY STATUS!!With any disability"
"S2301_C02_024E","In labor force!!Estimate!!DISABILITY STATUS!!With any disability"
"S2301_C02_024EA","Annotation of In labor force!!Estimate!!DISABILITY STATUS!!With any disability"
"S2301_C02_024M","In labor force!!Margin of Error!!DISABILITY STATUS!!With any disability"
"S2301_C02_024MA","Annotation of In labor force!!Margin of Error!!DISABILITY STATUS!!With any disability"
"S2301_C03_024E","Employed!!Estimate!!DISABILITY STATUS!!With any disability"
"S2301_C03_024M","Employed!!Margin of Error!!DISABILITY STATUS!!With any disability"
"S2301_C03_024MA","Annotation of Employed!!Margin of Error!!DISABILITY STATUS!!With any disability"
"S2301_C03_024EA","Annotation of Employed!!Estimate!!DISABILITY STATUS!!With any disability"
"S2301_C04_024E","Unemployment rate!!Estimate!!DISABILITY STATUS!!With any disability"
"S2301_C04_024EA","Annotation of Unemployment rate!!Estimate!!DISABILITY STATUS!!With any disability"
"S2301_C04_024M","Unemployment rate!!Margin of Error!!DISABILITY STATUS!!With any disability"
"S2301_C04_024MA","Annotation of Unemployment rate!!Margin of Error!!DISABILITY STATUS!!With any disability"
"S2301_C01_025E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C01_025EA","Annotation of Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C01_025M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C01_025MA","Annotation of Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C02_025E","In labor force!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C02_025M","In labor force!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C02_025MA","Annotation of In labor force!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C02_025EA","Annotation of In labor force!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C03_025E","Employed!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C03_025EA","Annotation of Employed!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C03_025M","Employed!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C03_025MA","Annotation of Employed!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C04_025E","Unemployment rate!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C04_025M","Unemployment rate!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C04_025MA","Annotation of Unemployment rate!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C04_025EA","Annotation of Unemployment rate!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years"
"S2301_C01_026E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate"
"S2301_C01_026M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate"
"S2301_C01_026MA","Annotation of Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate"
"S2301_C01_026EA","Annotation of Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate"
"S2301_C02_026E","In labor force!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate"
"S2301_C02_026EA","Annotation of In labor force!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate"
"S2301_C02_026M","In labor force!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate"
"S2301_C02_026MA","Annotation of In labor force!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate"
"S2301_C03_026E","Employed!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate"
"S2301_C03_026M","Employed!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate"
"S2301_C03_026MA","Annotation of Employed!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate"
"S2301_C03_026EA","Annotation of Employed!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate"
"S2301_C04_026E","Unemployment rate!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate"
"S2301_C04_026EA","Annotation of Unemployment rate!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate"
"S2301_C04_026M","Unemployment rate!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate"
"S2301_C04_026MA","Annotation of Unemployment rate!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Less than high school graduate"
"S2301_C01_027E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)"
"S2301_C01_027M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)"
"S2301_C01_027MA","Annotation of Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)"
"S2301_C01_027EA","Annotation of Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)"
"S2301_C02_027E","In labor force!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)"
"S2301_C02_027M","In labor force!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)"
"S2301_C02_027MA","Annotation of In labor force!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)"
"S2301_C02_027EA","Annotation of In labor force!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)"
"S2301_C03_027E","Employed!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)"
"S2301_C03_027EA","Annotation of Employed!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)"
"S2301_C03_027M","Employed!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)"
"S2301_C03_027MA","Annotation of Employed!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)"
"S2301_C04_027E","Unemployment rate!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)"
"S2301_C04_027M","Unemployment rate!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)"
"S2301_C04_027MA","Annotation of Unemployment rate!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)"
"S2301_C04_027EA","Annotation of Unemployment rate!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!High school graduate (includes equivalency)"
"S2301_C01_028E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree"
"S2301_C01_028EA","Annotation of Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree"
"S2301_C01_028M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree"
"S2301_C01_028MA","Annotation of Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree"
"S2301_C02_028E","In labor force!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree"
"S2301_C02_028EA","Annotation of In labor force!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree"
"S2301_C02_028M","In labor force!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree"
"S2301_C02_028MA","Annotation of In labor force!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree"
"S2301_C03_028E","Employed!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree"
"S2301_C03_028EA","Annotation of Employed!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree"
"S2301_C03_028M","Employed!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree"
"S2301_C03_028MA","Annotation of Employed!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree"
"S2301_C04_028E","Unemployment rate!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree"
"S2301_C04_028M","Unemployment rate!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree"
"S2301_C04_028MA","Annotation of Unemployment rate!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree"
"S2301_C04_028EA","Annotation of Unemployment rate!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Some college or associate's degree"
"S2301_C01_029E","Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"S2301_C01_029M","Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"S2301_C01_029MA","Annotation of Total!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"S2301_C01_029EA","Annotation of Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"S2301_C02_029E","In labor force!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"S2301_C02_029EA","Annotation of In labor force!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"S2301_C02_029M","In labor force!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"S2301_C02_029MA","Annotation of In labor force!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"S2301_C03_029E","Employed!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"S2301_C03_029M","Employed!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"S2301_C03_029MA","Annotation of Employed!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"S2301_C03_029EA","Annotation of Employed!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"S2301_C04_029E","Unemployment rate!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"S2301_C04_029EA","Annotation of Unemployment rate!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"S2301_C04_029M","Unemployment rate!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"S2301_C04_029MA","Annotation of Unemployment rate!!Margin of Error!!EDUCATIONAL ATTAINMENT!!Population 25 to 64 years!!Bachelor's degree or higher"
"S2301_C01_030E","Total!!Estimate!!PERCENT IMPUTED!!Employment status for population 16 years and over"
"S2301_C01_030EA","Annotation of Total!!Estimate!!PERCENT IMPUTED!!Employment status for population 16 years and over"
"S2301_C01_030M","Total!!Margin of Error!!PERCENT IMPUTED!!Employment status for population 16 years and over"
"S2301_C01_030MA","Annotation of Total!!Margin of Error!!PERCENT IMPUTED!!Employment status for population 16 years and over"
"S2301_C02_030E","In labor force!!Estimate!!PERCENT IMPUTED!!Employment status for population 16 years and over"
"S2301_C02_030M","In labor force!!Margin of Error!!PERCENT IMPUTED!!Employment status for population 16 years and over"
"S2301_C02_030MA","Annotation of In labor force!!Margin of Error!!PERCENT IMPUTED!!Employment status for population 16 years and over"
"S2301_C02_030EA","Annotation of In labor force!!Estimate!!PERCENT IMPUTED!!Employment status for population 16 years and over"
"S2301_C03_030E","Employed!!Estimate!!PERCENT IMPUTED!!Employment status for population 16 years and over"
"S2301_C03_030M","Employed!!Margin of Error!!PERCENT IMPUTED!!Employment status for population 16 years and over"
"S2301_C03_030MA","Annotation of Employed!!Margin of Error!!PERCENT IMPUTED!!Employment status for population 16 years and over"
"S2301_C03_030EA","Annotation of Employed!!Estimate!!PERCENT IMPUTED!!Employment status for population 16 years and over"
"S2301_C04_030E","Unemployment rate!!Estimate!!PERCENT IMPUTED!!Employment status for population 16 years and over"
"S2301_C04_030EA","Annotation of Unemployment rate!!Estimate!!PERCENT IMPUTED!!Employment status for population 16 years and over"
"S2301_C04_030M","Unemployment rate!!Margin of Error!!PERCENT IMPUTED!!Employment status for population 16 years and over"
"S2301_C04_030MA","Annotation of Unemployment rate!!Margin of Error!!PERCENT IMPUTED!!Employment status for population 16 years and over"
