"GEO_ID","NAME","B19013D_001M","B19013D_001MA","B19013D_001E","B19013D_001EA",
"Geography","Geographic Area Name","Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)",
"1400000US04013103900","Census Tract 1039, Maricopa County, Arizona","59628","null","75486","null",
"1400000US04013104000","Census Tract 1040, Maricopa County, Arizona","66146","null","72950","null",
"1400000US04013104100","Census Tract 1041, Maricopa County, Arizona","215446","null","158229","null",
"1400000US04013104202","Census Tract 1042.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104203","Census Tract 1042.03, Maricopa County, Arizona","57318","null","18355","null",
"1400000US04013104204","Census Tract 1042.04, Maricopa County, Arizona","21083","null","55938","null",
"1400000US04013104205","Census Tract 1042.05, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104206","Census Tract 1042.06, Maricopa County, Arizona","53884","null","46339","null",
"1400000US04013104207","Census Tract 1042.07, Maricopa County, Arizona","5858","null","71167","null",
"1400000US04013104212","Census Tract 1042.12, Maricopa County, Arizona","56818","null","67663","null",
"1400000US04013104214","Census Tract 1042.14, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104215","Census Tract 1042.15, Maricopa County, Arizona","107898","null","47500","null",
"1400000US04013104216","Census Tract 1042.16, Maricopa County, Arizona","35949","null","14091","null",
"1400000US04013104217","Census Tract 1042.17, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104218","Census Tract 1042.18, Maricopa County, Arizona","33066","null","91282","null",
"1400000US04013104219","Census Tract 1042.19, Maricopa County, Arizona","21153","null","53125","null",
"1400000US04013104221","Census Tract 1042.21, Maricopa County, Arizona","50411","null","95313","null",
"1400000US04013104222","Census Tract 1042.22, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104223","Census Tract 1042.23, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104224","Census Tract 1042.24, Maricopa County, Arizona","4635","null","64565","null",
"1400000US04013104225","Census Tract 1042.25, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104226","Census Tract 1042.26, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104227","Census Tract 1042.27, Maricopa County, Arizona","300893","null","243235","null",
"1400000US04013104301","Census Tract 1043.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104302","Census Tract 1043.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104401","Census Tract 1044.01, Maricopa County, Arizona","10961","null","24750","null",
"1400000US04013104402","Census Tract 1044.02, Maricopa County, Arizona","10764","null","64322","null",
"1400000US04013104501","Census Tract 1045.01, Maricopa County, Arizona","107862","null","29911","null",
"1400000US04013104502","Census Tract 1045.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104600","Census Tract 1046, Maricopa County, Arizona","28261","null","37292","null",
"1400000US04013104701","Census Tract 1047.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104702","Census Tract 1047.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104801","Census Tract 1048.01, Maricopa County, Arizona","12411","null","47656","null",
"1400000US04013104802","Census Tract 1048.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013104900","Census Tract 1049, Maricopa County, Arizona","8044","null","73264","null",
"1400000US04013105002","Census Tract 1050.02, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013105003","Census Tract 1050.03, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013105004","Census Tract 1050.04, Maricopa County, Arizona","317424","null","40735","null",
"1400000US04013105101","Census Tract 1051.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013105102","Census Tract 1051.02, Maricopa County, Arizona","109775","null","87391","null",
"1400000US04013105103","Census Tract 1051.03, Maricopa County, Arizona","150610","null","150521","null",
"1400000US04013105200","Census Tract 1052, Maricopa County, Arizona","**","**","-","-",
"1400000US04013105300","Census Tract 1053, Maricopa County, Arizona","49910","null","88807","null",
"1400000US04013105400","Census Tract 1054, Maricopa County, Arizona","5543","null","40758","null",
"1400000US04013105501","Census Tract 1055.01, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013105502","Census Tract 1055.02, Maricopa County, Arizona","92028","null","102887","null",
"1400000US04013105503","Census Tract 1055.03, Maricopa County, Arizona","36691","null","103047","null",
"1400000US04013105601","Census Tract 1056.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013105602","Census Tract 1056.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013105701","Census Tract 1057.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013105702","Census Tract 1057.02, Maricopa County, Arizona","37418","null","63281","null",
"1400000US04013105800","Census Tract 1058, Maricopa County, Arizona","5048","null","43162","null",
"1400000US04013105900","Census Tract 1059, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106001","Census Tract 1060.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106002","Census Tract 1060.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106003","Census Tract 1060.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106100","Census Tract 1061, Maricopa County, Arizona","35383","null","47250","null",
"1400000US04013106200","Census Tract 1062, Maricopa County, Arizona","60105","null","140720","null",
"1400000US04013106300","Census Tract 1063, Maricopa County, Arizona","52018","null","22188","null",
"1400000US04013106400","Census Tract 1064, Maricopa County, Arizona","44183","null","52500","null",
"1400000US04013106501","Census Tract 1065.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106502","Census Tract 1065.02, Maricopa County, Arizona","12663","null","17857","null",
"1400000US04013106600","Census Tract 1066, Maricopa County, Arizona","107202","null","156667","null",
"1400000US04013106701","Census Tract 1067.01, Maricopa County, Arizona","152400","null","112578","null",
"1400000US04013106702","Census Tract 1067.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106703","Census Tract 1067.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013106801","Census Tract 1068.01, Maricopa County, Arizona","1134","null","53859","null",
"1400000US04013106802","Census Tract 1068.02, Maricopa County, Arizona","57344","null","36071","null",
"1400000US04013106900","Census Tract 1069, Maricopa County, Arizona","51050","null","19864","null",
"1400000US04013107000","Census Tract 1070, Maricopa County, Arizona","3749","null","36550","null",
"1400000US04013107101","Census Tract 1071.01, Maricopa County, Arizona","73196","null","27100","null",
"1400000US04013107102","Census Tract 1071.02, Maricopa County, Arizona","8112","null","44267","null",
"1400000US04013107201","Census Tract 1072.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013107202","Census Tract 1072.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013107300","Census Tract 1073, Maricopa County, Arizona","90219","null","103194","null",
"1400000US04013107400","Census Tract 1074, Maricopa County, Arizona","**","**","-","-",
"1400000US04013107500","Census Tract 1075, Maricopa County, Arizona","**","**","-","-",
"1400000US04013107601","Census Tract 1076.01, Maricopa County, Arizona","158607","null","142986","null",
"1400000US04013107602","Census Tract 1076.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013107700","Census Tract 1077, Maricopa County, Arizona","28078","null","126538","null",
"1400000US04013107800","Census Tract 1078, Maricopa County, Arizona","95447","null","106058","null",
"1400000US04013107900","Census Tract 1079, Maricopa County, Arizona","123037","null","14297","null",
"1400000US04013108000","Census Tract 1080, Maricopa County, Arizona","**","**","-","-",
"1400000US04013108100","Census Tract 1081, Maricopa County, Arizona","**","**","-","-",
"1400000US04013108200","Census Tract 1082, Maricopa County, Arizona","238407","null","162813","null",
"1400000US04013108301","Census Tract 1083.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013108302","Census Tract 1083.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013108400","Census Tract 1084, Maricopa County, Arizona","42228","null","49135","null",
"1400000US04013108501","Census Tract 1085.01, Maricopa County, Arizona","207009","null","215461","null",
"1400000US04013108502","Census Tract 1085.02, Maricopa County, Arizona","25947","null","78553","null",
"1400000US04013108601","Census Tract 1086.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013108602","Census Tract 1086.02, Maricopa County, Arizona","20906","null","55978","null",
"1400000US04013108802","Census Tract 1088.02, Maricopa County, Arizona","14478","null","35964","null",
"1400000US04013108901","Census Tract 1089.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013108902","Census Tract 1089.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109001","Census Tract 1090.01, Maricopa County, Arizona","23399","null","5515","null",
"1400000US04013109002","Census Tract 1090.02, Maricopa County, Arizona","21891","null","4453","null",
"1400000US04013109003","Census Tract 1090.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109101","Census Tract 1091.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109102","Census Tract 1091.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109200","Census Tract 1092, Maricopa County, Arizona","41380","null","85515","null",
"1400000US04013109300","Census Tract 1093, Maricopa County, Arizona","83828","null","120823","null",
"1400000US04013109400","Census Tract 1094, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109500","Census Tract 1095, Maricopa County, Arizona","7402","null","66375","null",
"1400000US04013109601","Census Tract 1096.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109602","Census Tract 1096.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109603","Census Tract 1096.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109604","Census Tract 1096.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109701","Census Tract 1097.01, Maricopa County, Arizona","12565","null","56042","null",
"1400000US04013109702","Census Tract 1097.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109703","Census Tract 1097.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109704","Census Tract 1097.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109705","Census Tract 1097.05, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109801","Census Tract 1098.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013109802","Census Tract 1098.02, Maricopa County, Arizona","30649","null","21953","null",
"1400000US04013109900","Census Tract 1099, Maricopa County, Arizona","**","**","-","-",
"1400000US04013110001","Census Tract 1100.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013110002","Census Tract 1100.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013110100","Census Tract 1101, Maricopa County, Arizona","67620","null","86000","null",
"1400000US04013110400","Census Tract 1104, Maricopa County, Arizona","114753","null","135156","null",
"1400000US04013110501","Census Tract 1105.01, Maricopa County, Arizona","11763","null","71484","null",
"1400000US04013110502","Census Tract 1105.02, Maricopa County, Arizona","111072","null","90682","null",
"1400000US04013110600","Census Tract 1106, Maricopa County, Arizona","218296","null","90588","null",
"1400000US04013110701","Census Tract 1107.01, Maricopa County, Arizona","40468","null","61250","null",
"1400000US04013110702","Census Tract 1107.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013110801","Census Tract 1108.01, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013110802","Census Tract 1108.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013110901","Census Tract 1109.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013110902","Census Tract 1109.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013111000","Census Tract 1110, Maricopa County, Arizona","**","**","-","-",
"1400000US04013111100","Census Tract 1111, Maricopa County, Arizona","**","**","-","-",
"1400000US04013111201","Census Tract 1112.01, Maricopa County, Arizona","6071","null","36008","null",
"1400000US04013111202","Census Tract 1112.02, Maricopa County, Arizona","55949","null","13854","null",
"1400000US04013111203","Census Tract 1112.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013111204","Census Tract 1112.04, Maricopa County, Arizona","8054","null","28368","null",
"1400000US04013111300","Census Tract 1113, Maricopa County, Arizona","295029","null","71971","null",
"1400000US04013111401","Census Tract 1114.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013111402","Census Tract 1114.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013111501","Census Tract 1115.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013111502","Census Tract 1115.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013111601","Census Tract 1116.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013111602","Census Tract 1116.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013111700","Census Tract 1117, Maricopa County, Arizona","481946","null","24653","null",
"1400000US04013111800","Census Tract 1118, Maricopa County, Arizona","35544","null","89088","null",
"1400000US04013111900","Census Tract 1119, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112100","Census Tract 1121, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112201","Census Tract 1122.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112202","Census Tract 1122.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112301","Census Tract 1123.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112302","Census Tract 1123.02, Maricopa County, Arizona","137051","null","80521","null",
"1400000US04013112401","Census Tract 1124.01, Maricopa County, Arizona","28080","null","34125","null",
"1400000US04013112402","Census Tract 1124.02, Maricopa County, Arizona","14943","null","9861","null",
"1400000US04013112502","Census Tract 1125.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112503","Census Tract 1125.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112504","Census Tract 1125.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112505","Census Tract 1125.05, Maricopa County, Arizona","3676","null","23484","null",
"1400000US04013112507","Census Tract 1125.07, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112508","Census Tract 1125.08, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112509","Census Tract 1125.09, Maricopa County, Arizona","60288","null","44643","null",
"1400000US04013112510","Census Tract 1125.10, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112511","Census Tract 1125.11, Maricopa County, Arizona","7618","null","66311","null",
"1400000US04013112512","Census Tract 1125.12, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112513","Census Tract 1125.13, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112514","Census Tract 1125.14, Maricopa County, Arizona","26532","null","86071","null",
"1400000US04013112601","Census Tract 1126.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112602","Census Tract 1126.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013112700","Census Tract 1127, Maricopa County, Arizona","1926","null","9943","null",
"1400000US04013112900","Census Tract 1129, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113000","Census Tract 1130, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113100","Census Tract 1131, Maricopa County, Arizona","48863","null","52375","null",
"1400000US04013113201","Census Tract 1132.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113202","Census Tract 1132.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113203","Census Tract 1132.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113300","Census Tract 1133, Maricopa County, Arizona","11466","null","7356","null",
"1400000US04013113400","Census Tract 1134, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113501","Census Tract 1135.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113502","Census Tract 1135.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113601","Census Tract 1136.01, Maricopa County, Arizona","6794","null","56765","null",
"1400000US04013113602","Census Tract 1136.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113700","Census Tract 1137, Maricopa County, Arizona","19745","null","61618","null",
"1400000US04013113801","Census Tract 1138.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113802","Census Tract 1138.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013113900","Census Tract 1139, Maricopa County, Arizona","**","**","-","-",
"1400000US04013114000","Census Tract 1140, Maricopa County, Arizona","45817","null","66875","null",
"1400000US04013114100","Census Tract 1141, Maricopa County, Arizona","**","**","-","-",
"1400000US04013114200","Census Tract 1142, Maricopa County, Arizona","**","**","-","-",
"1400000US04013114301","Census Tract 1143.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013114302","Census Tract 1143.02, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013114401","Census Tract 1144.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013114402","Census Tract 1144.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013114500","Census Tract 1145, Maricopa County, Arizona","**","**","-","-",
"1400000US04013114600","Census Tract 1146, Maricopa County, Arizona","**","**","-","-",
"1400000US04013114703","Census Tract 1147.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013114800","Census Tract 1148, Maricopa County, Arizona","**","**","-","-",
"1400000US04013114900","Census Tract 1149, Maricopa County, Arizona","14436","null","7656","null",
"1400000US04013115200","Census Tract 1152, Maricopa County, Arizona","**","**","-","-",
"1400000US04013115300","Census Tract 1153, Maricopa County, Arizona","**","**","-","-",
"1400000US04013115400","Census Tract 1154, Maricopa County, Arizona","**","**","-","-",
"1400000US04013115500","Census Tract 1155, Maricopa County, Arizona","**","**","-","-",
"1400000US04013115600","Census Tract 1156, Maricopa County, Arizona","**","**","-","-",
"1400000US04013115700","Census Tract 1157, Maricopa County, Arizona","118754","null","12250","null",
"1400000US04013115801","Census Tract 1158.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013115802","Census Tract 1158.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013115900","Census Tract 1159, Maricopa County, Arizona","94743","null","67941","null",
"1400000US04013116000","Census Tract 1160, Maricopa County, Arizona","505","null","131127","null",
"1400000US04013116100","Census Tract 1161, Maricopa County, Arizona","11568","null","24688","null",
"1400000US04013116202","Census Tract 1162.02, Maricopa County, Arizona","107703","null","60288","null",
"1400000US04013116203","Census Tract 1162.03, Maricopa County, Arizona","44368","null","61250","null",
"1400000US04013116204","Census Tract 1162.04, Maricopa County, Arizona","5309","null","74500","null",
"1400000US04013116205","Census Tract 1162.05, Maricopa County, Arizona","7887","null","46250","null",
"1400000US04013116300","Census Tract 1163, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116400","Census Tract 1164, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116500","Census Tract 1165, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116602","Census Tract 1166.02, Maricopa County, Arizona","35287","null","41053","null",
"1400000US04013116603","Census Tract 1166.03, Maricopa County, Arizona","55650","null","67222","null",
"1400000US04013116604","Census Tract 1166.04, Maricopa County, Arizona","35121","null","52569","null",
"1400000US04013116605","Census Tract 1166.05, Maricopa County, Arizona","25764","null","115854","null",
"1400000US04013116606","Census Tract 1166.06, Maricopa County, Arizona","168218","null","120962","null",
"1400000US04013116607","Census Tract 1166.07, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116608","Census Tract 1166.08, Maricopa County, Arizona","42711","null","145345","null",
"1400000US04013116609","Census Tract 1166.09, Maricopa County, Arizona","218118","null","72813","null",
"1400000US04013116610","Census Tract 1166.10, Maricopa County, Arizona","51377","null","66875","null",
"1400000US04013116611","Census Tract 1166.11, Maricopa County, Arizona","245042","null","34583","null",
"1400000US04013116612","Census Tract 1166.12, Maricopa County, Arizona","68478","null","120724","null",
"1400000US04013116613","Census Tract 1166.13, Maricopa County, Arizona","138172","null","66250","null",
"1400000US04013116702","Census Tract 1167.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116703","Census Tract 1167.03, Maricopa County, Arizona","218097","null","66406","null",
"1400000US04013116704","Census Tract 1167.04, Maricopa County, Arizona","22697","null","101583","null",
"1400000US04013116707","Census Tract 1167.07, Maricopa County, Arizona","29334","null","36696","null",
"1400000US04013116708","Census Tract 1167.08, Maricopa County, Arizona","7944","null","70856","null",
"1400000US04013116709","Census Tract 1167.09, Maricopa County, Arizona","121118","null","70167","null",
"1400000US04013116710","Census Tract 1167.10, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013116711","Census Tract 1167.11, Maricopa County, Arizona","14570","null","96164","null",
"1400000US04013116712","Census Tract 1167.12, Maricopa County, Arizona","54975","null","26500","null",
"1400000US04013116713","Census Tract 1167.13, Maricopa County, Arizona","17924","null","115500","null",
"1400000US04013116714","Census Tract 1167.14, Maricopa County, Arizona","8960","null","137969","null",
"1400000US04013116715","Census Tract 1167.15, Maricopa County, Arizona","25672","null","44038","null",
"1400000US04013116717","Census Tract 1167.17, Maricopa County, Arizona","19303","null","107692","null",
"1400000US04013116718","Census Tract 1167.18, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116719","Census Tract 1167.19, Maricopa County, Arizona","40107","null","99722","null",
"1400000US04013116720","Census Tract 1167.20, Maricopa County, Arizona","40742","null","54886","null",
"1400000US04013116721","Census Tract 1167.21, Maricopa County, Arizona","14313","null","96250","null",
"1400000US04013116725","Census Tract 1167.25, Maricopa County, Arizona","35766","null","34750","null",
"1400000US04013116727","Census Tract 1167.27, Maricopa County, Arizona","38799","null","125921","null",
"1400000US04013116728","Census Tract 1167.28, Maricopa County, Arizona","29629","null","116719","null",
"1400000US04013116729","Census Tract 1167.29, Maricopa County, Arizona","39615","null","47885","null",
"1400000US04013116730","Census Tract 1167.30, Maricopa County, Arizona","54623","null","132321","null",
"1400000US04013116731","Census Tract 1167.31, Maricopa County, Arizona","44203","null","106359","null",
"1400000US04013116732","Census Tract 1167.32, Maricopa County, Arizona","90703","null","45000","null",
"1400000US04013116733","Census Tract 1167.33, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116800","Census Tract 1168, Maricopa County, Arizona","**","**","-","-",
"1400000US04013116900","Census Tract 1169, Maricopa County, Arizona","**","**","-","-",
"1400000US04013117000","Census Tract 1170, Maricopa County, Arizona","19140","null","17016","null",
"1400000US04013117100","Census Tract 1171, Maricopa County, Arizona","55093","null","107039","null",
"1400000US04013117200","Census Tract 1172, Maricopa County, Arizona","**","**","-","-",
"1400000US04013117300","Census Tract 1173, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216806","Census Tract 2168.06, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216807","Census Tract 2168.07, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216809","Census Tract 2168.09, Maricopa County, Arizona","109117","null","109228","null",
"1400000US04013216810","Census Tract 2168.10, Maricopa County, Arizona","27024","null","71944","null",
"1400000US04013216813","Census Tract 2168.13, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013216816","Census Tract 2168.16, Maricopa County, Arizona","5896","null","151689","null",
"1400000US04013216818","Census Tract 2168.18, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216819","Census Tract 2168.19, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216820","Census Tract 2168.20, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216821","Census Tract 2168.21, Maricopa County, Arizona","152639","null","52150","null",
"1400000US04013216822","Census Tract 2168.22, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216826","Census Tract 2168.26, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216829","Census Tract 2168.29, Maricopa County, Arizona","72410","null","76083","null",
"1400000US04013216830","Census Tract 2168.30, Maricopa County, Arizona","52219","null","97784","null",
"1400000US04013216831","Census Tract 2168.31, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216832","Census Tract 2168.32, Maricopa County, Arizona","81342","null","14119","null",
"1400000US04013216833","Census Tract 2168.33, Maricopa County, Arizona","51702","null","87321","null",
"1400000US04013216834","Census Tract 2168.34, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216835","Census Tract 2168.35, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216836","Census Tract 2168.36, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013216837","Census Tract 2168.37, Maricopa County, Arizona","6594","null","53939","null",
"1400000US04013216838","Census Tract 2168.38, Maricopa County, Arizona","129076","null","104306","null",
"1400000US04013216839","Census Tract 2168.39, Maricopa County, Arizona","113580","null","122857","null",
"1400000US04013216840","Census Tract 2168.40, Maricopa County, Arizona","81898","null","101172","null",
"1400000US04013216841","Census Tract 2168.41, Maricopa County, Arizona","22437","null","138382","null",
"1400000US04013216842","Census Tract 2168.42, Maricopa County, Arizona","28646","null","246544","null",
"1400000US04013216843","Census Tract 2168.43, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013216844","Census Tract 2168.44, Maricopa County, Arizona","48293","null","58750","null",
"1400000US04013216845","Census Tract 2168.45, Maricopa County, Arizona","58563","null","53009","null",
"1400000US04013216846","Census Tract 2168.46, Maricopa County, Arizona","75172","null","38382","null",
"1400000US04013216847","Census Tract 2168.47, Maricopa County, Arizona","72045","null","163083","null",
"1400000US04013216848","Census Tract 2168.48, Maricopa County, Arizona","19609","null","112063","null",
"1400000US04013216849","Census Tract 2168.49, Maricopa County, Arizona","31130","null","171513","null",
"1400000US04013216850","Census Tract 2168.50, Maricopa County, Arizona","99696","null","104688","null",
"1400000US04013216851","Census Tract 2168.51, Maricopa County, Arizona","**","**","-","-",
"1400000US04013216852","Census Tract 2168.52, Maricopa County, Arizona","60098","null","12188","null",
"1400000US04013216853","Census Tract 2168.53, Maricopa County, Arizona","109357","null","135833","null",
"1400000US04013216901","Census Tract 2169.01, Maricopa County, Arizona","25402","null","70000","null",
"1400000US04013216902","Census Tract 2169.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217001","Census Tract 2170.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217002","Census Tract 2170.02, Maricopa County, Arizona","116164","null","59737","null",
"1400000US04013217101","Census Tract 2171.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217102","Census Tract 2171.02, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013217201","Census Tract 2172.01, Maricopa County, Arizona","12585","null","65223","null",
"1400000US04013217203","Census Tract 2172.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217204","Census Tract 2172.04, Maricopa County, Arizona","21797","null","38083","null",
"1400000US04013217300","Census Tract 2173, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217400","Census Tract 2174, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217501","Census Tract 2175.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217502","Census Tract 2175.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013217600","Census Tract 2176, Maricopa County, Arizona","18437","null","35185","null",
"1400000US04013217700","Census Tract 2177, Maricopa County, Arizona","130973","null","102813","null",
"1400000US04013217800","Census Tract 2178, Maricopa County, Arizona","41655","null","105852","null",
"1400000US04013217900","Census Tract 2179, Maricopa County, Arizona","**","**","-","-",
"1400000US04013218000","Census Tract 2180, Maricopa County, Arizona","**","**","-","-",
"1400000US04013218100","Census Tract 2181, Maricopa County, Arizona","56090","null","70547","null",
"1400000US04013218200","Census Tract 2182, Maricopa County, Arizona","**","**","-","-",
"1400000US04013218300","Census Tract 2183, Maricopa County, Arizona","**","**","-","-",
"1400000US04013318400","Census Tract 3184, Maricopa County, Arizona","30550","null","18816","null",
"1400000US04013318501","Census Tract 3185.01, Maricopa County, Arizona","70554","null","65909","null",
"1400000US04013318700","Census Tract 3187, Maricopa County, Arizona","**","**","-","-",
"1400000US04013318800","Census Tract 3188, Maricopa County, Arizona","76172","null","55455","null",
"1400000US04013318900","Census Tract 3189, Maricopa County, Arizona","44703","null","33833","null",
"1400000US04013319000","Census Tract 3190, Maricopa County, Arizona","**","**","-","-",
"1400000US04013319101","Census Tract 3191.01, Maricopa County, Arizona","16465","null","26705","null",
"1400000US04013319103","Census Tract 3191.03, Maricopa County, Arizona","3978","null","23116","null",
"1400000US04013319104","Census Tract 3191.04, Maricopa County, Arizona","18826","null","23504","null",
