"GEO_ID","NAME","B19013B_001E","B19013B_001M","B19013B_001MA","B19013B_001EA",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2013 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2013 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2013 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2013 inflation-adjusted dollars)",
"1400000US04013103900","Census Tract 1039, Maricopa County, Arizona","-","**","**","-",
"1400000US04013104000","Census Tract 1040, Maricopa County, Arizona","25156","30917","null","null",
"1400000US04013104100","Census Tract 1041, Maricopa County, Arizona","-","**","**","-",
"1400000US04013104202","Census Tract 1042.02, Maricopa County, Arizona","41250","70984","null","null",
"1400000US04013104203","Census Tract 1042.03, Maricopa County, Arizona","14674","46362","null","null",
"1400000US04013104204","Census Tract 1042.04, Maricopa County, Arizona","-","**","**","-",
"1400000US04013104205","Census Tract 1042.05, Maricopa County, Arizona","-","**","**","-",
"1400000US04013104206","Census Tract 1042.06, Maricopa County, Arizona","-","**","**","-",
"1400000US04013104207","Census Tract 1042.07, Maricopa County, Arizona","-","**","**","-",
"1400000US04013104212","Census Tract 1042.12, Maricopa County, Arizona","61283","3529","null","null",
"1400000US04013104214","Census Tract 1042.14, Maricopa County, Arizona","-","**","**","-",
"1400000US04013104215","Census Tract 1042.15, Maricopa County, Arizona","39883","23555","null","null",
"1400000US04013104216","Census Tract 1042.16, Maricopa County, Arizona","70517","76874","null","null",
"1400000US04013104217","Census Tract 1042.17, Maricopa County, Arizona","49107","52411","null","null",
"1400000US04013104218","Census Tract 1042.18, Maricopa County, Arizona","54250","112216","null","null",
"1400000US04013104219","Census Tract 1042.19, Maricopa County, Arizona","-","**","**","-",
"1400000US04013104221","Census Tract 1042.21, Maricopa County, Arizona","77750","108747","null","null",
"1400000US04013104222","Census Tract 1042.22, Maricopa County, Arizona","42222","17289","null","null",
"1400000US04013104223","Census Tract 1042.23, Maricopa County, Arizona","-","**","**","-",
"1400000US04013104224","Census Tract 1042.24, Maricopa County, Arizona","-","**","**","-",
"1400000US04013104225","Census Tract 1042.25, Maricopa County, Arizona","-","**","**","-",
"1400000US04013104226","Census Tract 1042.26, Maricopa County, Arizona","64107","45834","null","null",
"1400000US04013104227","Census Tract 1042.27, Maricopa County, Arizona","11250","13816","null","null",
"1400000US04013104301","Census Tract 1043.01, Maricopa County, Arizona","24000","17303","null","null",
"1400000US04013104302","Census Tract 1043.02, Maricopa County, Arizona","37558","7403","null","null",
"1400000US04013104401","Census Tract 1044.01, Maricopa County, Arizona","21977","14947","null","null",
"1400000US04013104402","Census Tract 1044.02, Maricopa County, Arizona","27000","9713","null","null",
"1400000US04013104501","Census Tract 1045.01, Maricopa County, Arizona","14479","19599","null","null",
"1400000US04013104502","Census Tract 1045.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013104600","Census Tract 1046, Maricopa County, Arizona","24485","103990","null","null",
"1400000US04013104701","Census Tract 1047.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013104702","Census Tract 1047.02, Maricopa County, Arizona","50345","34401","null","null",
"1400000US04013104801","Census Tract 1048.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013104802","Census Tract 1048.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013104900","Census Tract 1049, Maricopa County, Arizona","-","**","**","-",
"1400000US04013105002","Census Tract 1050.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013105003","Census Tract 1050.03, Maricopa County, Arizona","-","**","**","-",
"1400000US04013105004","Census Tract 1050.04, Maricopa County, Arizona","-","**","**","-",
"1400000US04013105101","Census Tract 1051.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013105102","Census Tract 1051.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013105103","Census Tract 1051.03, Maricopa County, Arizona","-","**","**","-",
"1400000US04013105200","Census Tract 1052, Maricopa County, Arizona","43966","69091","null","null",
"1400000US04013105300","Census Tract 1053, Maricopa County, Arizona","26250","24349","null","null",
"1400000US04013105400","Census Tract 1054, Maricopa County, Arizona","23350","33603","null","null",
"1400000US04013105501","Census Tract 1055.01, Maricopa County, Arizona","16161","24254","null","null",
"1400000US04013105502","Census Tract 1055.02, Maricopa County, Arizona","31518","20379","null","null",
"1400000US04013105503","Census Tract 1055.03, Maricopa County, Arizona","17476","2636","null","null",
"1400000US04013105601","Census Tract 1056.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013105602","Census Tract 1056.02, Maricopa County, Arizona","27358","8737","null","null",
"1400000US04013105701","Census Tract 1057.01, Maricopa County, Arizona","20441","22634","null","null",
"1400000US04013105702","Census Tract 1057.02, Maricopa County, Arizona","80991","22797","null","null",
"1400000US04013105800","Census Tract 1058, Maricopa County, Arizona","-","**","**","-",
"1400000US04013105900","Census Tract 1059, Maricopa County, Arizona","9184","2079","null","null",
"1400000US04013106001","Census Tract 1060.01, Maricopa County, Arizona","47759","78575","null","null",
"1400000US04013106002","Census Tract 1060.02, Maricopa County, Arizona","21607","23820","null","null",
"1400000US04013106003","Census Tract 1060.03, Maricopa County, Arizona","39375","83116","null","null",
"1400000US04013106100","Census Tract 1061, Maricopa County, Arizona","29167","8120","null","null",
"1400000US04013106200","Census Tract 1062, Maricopa County, Arizona","146429","139238","null","null",
"1400000US04013106300","Census Tract 1063, Maricopa County, Arizona","15433","17585","null","null",
"1400000US04013106400","Census Tract 1064, Maricopa County, Arizona","40793","18016","null","null",
"1400000US04013106501","Census Tract 1065.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013106502","Census Tract 1065.02, Maricopa County, Arizona","26574","25845","null","null",
"1400000US04013106600","Census Tract 1066, Maricopa County, Arizona","-","**","**","-",
"1400000US04013106701","Census Tract 1067.01, Maricopa County, Arizona","14052","30087","null","null",
"1400000US04013106702","Census Tract 1067.02, Maricopa County, Arizona","27344","90665","null","null",
"1400000US04013106703","Census Tract 1067.03, Maricopa County, Arizona","-","**","**","-",
"1400000US04013106801","Census Tract 1068.01, Maricopa County, Arizona","15469","8721","null","null",
"1400000US04013106802","Census Tract 1068.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013106900","Census Tract 1069, Maricopa County, Arizona","36585","31557","null","null",
"1400000US04013107000","Census Tract 1070, Maricopa County, Arizona","27532","60819","null","null",
"1400000US04013107101","Census Tract 1071.01, Maricopa County, Arizona","10625","9334","null","null",
"1400000US04013107102","Census Tract 1071.02, Maricopa County, Arizona","50521","45233","null","null",
"1400000US04013107201","Census Tract 1072.01, Maricopa County, Arizona","27361","13895","null","null",
"1400000US04013107202","Census Tract 1072.02, Maricopa County, Arizona","40313","62472","null","null",
"1400000US04013107300","Census Tract 1073, Maricopa County, Arizona","33512","30052","null","null",
"1400000US04013107400","Census Tract 1074, Maricopa County, Arizona","19844","4313","null","null",
"1400000US04013107500","Census Tract 1075, Maricopa County, Arizona","53200","13888","null","null",
"1400000US04013107601","Census Tract 1076.01, Maricopa County, Arizona","12031","30462","null","null",
"1400000US04013107602","Census Tract 1076.02, Maricopa County, Arizona","18472","88993","null","null",
"1400000US04013107700","Census Tract 1077, Maricopa County, Arizona","41019","41250","null","null",
"1400000US04013107800","Census Tract 1078, Maricopa County, Arizona","-","**","**","-",
"1400000US04013107900","Census Tract 1079, Maricopa County, Arizona","-","**","**","-",
"1400000US04013108000","Census Tract 1080, Maricopa County, Arizona","-","**","**","-",
"1400000US04013108100","Census Tract 1081, Maricopa County, Arizona","-","**","**","-",
"1400000US04013108200","Census Tract 1082, Maricopa County, Arizona","-","**","**","-",
"1400000US04013108301","Census Tract 1083.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013108302","Census Tract 1083.02, Maricopa County, Arizona","25188","20449","null","null",
"1400000US04013108400","Census Tract 1084, Maricopa County, Arizona","15756","18084","null","null",
"1400000US04013108501","Census Tract 1085.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013108502","Census Tract 1085.02, Maricopa County, Arizona","41968","28550","null","null",
"1400000US04013108601","Census Tract 1086.01, Maricopa County, Arizona","24050","47872","null","null",
"1400000US04013108602","Census Tract 1086.02, Maricopa County, Arizona","55671","66130","null","null",
"1400000US04013108802","Census Tract 1088.02, Maricopa County, Arizona","2,500-","***","***","2,500-",
"1400000US04013108901","Census Tract 1089.01, Maricopa County, Arizona","40250","74523","null","null",
"1400000US04013108902","Census Tract 1089.02, Maricopa County, Arizona","16765","34139","null","null",
"1400000US04013109001","Census Tract 1090.01, Maricopa County, Arizona","2,500-","***","***","2,500-",
"1400000US04013109002","Census Tract 1090.02, Maricopa County, Arizona","13878","37030","null","null",
"1400000US04013109003","Census Tract 1090.03, Maricopa County, Arizona","12642","6728","null","null",
"1400000US04013109101","Census Tract 1091.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013109102","Census Tract 1091.02, Maricopa County, Arizona","6886","19352","null","null",
"1400000US04013109200","Census Tract 1092, Maricopa County, Arizona","4167","5386","null","null",
"1400000US04013109300","Census Tract 1093, Maricopa County, Arizona","35417","66845","null","null",
"1400000US04013109400","Census Tract 1094, Maricopa County, Arizona","8466","10404","null","null",
"1400000US04013109500","Census Tract 1095, Maricopa County, Arizona","29464","24140","null","null",
"1400000US04013109601","Census Tract 1096.01, Maricopa County, Arizona","24440","18179","null","null",
"1400000US04013109602","Census Tract 1096.02, Maricopa County, Arizona","20208","20052","null","null",
"1400000US04013109603","Census Tract 1096.03, Maricopa County, Arizona","47692","13734","null","null",
"1400000US04013109604","Census Tract 1096.04, Maricopa County, Arizona","27500","38405","null","null",
"1400000US04013109701","Census Tract 1097.01, Maricopa County, Arizona","16774","6682","null","null",
"1400000US04013109702","Census Tract 1097.02, Maricopa County, Arizona","29286","31009","null","null",
"1400000US04013109703","Census Tract 1097.03, Maricopa County, Arizona","18750","76371","null","null",
"1400000US04013109704","Census Tract 1097.04, Maricopa County, Arizona","28309","2309","null","null",
"1400000US04013109705","Census Tract 1097.05, Maricopa County, Arizona","82708","95370","null","null",
"1400000US04013109801","Census Tract 1098.01, Maricopa County, Arizona","25000","18654","null","null",
"1400000US04013109802","Census Tract 1098.02, Maricopa County, Arizona","68929","101317","null","null",
"1400000US04013109900","Census Tract 1099, Maricopa County, Arizona","26326","11113","null","null",
"1400000US04013110001","Census Tract 1100.01, Maricopa County, Arizona","16379","2009","null","null",
"1400000US04013110002","Census Tract 1100.02, Maricopa County, Arizona","6563","25365","null","null",
"1400000US04013110100","Census Tract 1101, Maricopa County, Arizona","70000","74172","null","null",
"1400000US04013110400","Census Tract 1104, Maricopa County, Arizona","32422","33102","null","null",
"1400000US04013110501","Census Tract 1105.01, Maricopa County, Arizona","30863","26432","null","null",
"1400000US04013110502","Census Tract 1105.02, Maricopa County, Arizona","11619","23487","null","null",
"1400000US04013110600","Census Tract 1106, Maricopa County, Arizona","79236","94441","null","null",
"1400000US04013110701","Census Tract 1107.01, Maricopa County, Arizona","28646","14636","null","null",
"1400000US04013110702","Census Tract 1107.02, Maricopa County, Arizona","7132","8298","null","null",
"1400000US04013110801","Census Tract 1108.01, Maricopa County, Arizona","31992","26428","null","null",
"1400000US04013110802","Census Tract 1108.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013110901","Census Tract 1109.01, Maricopa County, Arizona","10577","60806","null","null",
"1400000US04013110902","Census Tract 1109.02, Maricopa County, Arizona","12857","6762","null","null",
"1400000US04013111000","Census Tract 1110, Maricopa County, Arizona","42212","26597","null","null",
"1400000US04013111100","Census Tract 1111, Maricopa County, Arizona","2,500-","***","***","2,500-",
"1400000US04013111201","Census Tract 1112.01, Maricopa County, Arizona","18239","27394","null","null",
"1400000US04013111202","Census Tract 1112.02, Maricopa County, Arizona","23295","18844","null","null",
"1400000US04013111203","Census Tract 1112.03, Maricopa County, Arizona","24615","25620","null","null",
"1400000US04013111204","Census Tract 1112.04, Maricopa County, Arizona","31136","6907","null","null",
"1400000US04013111300","Census Tract 1113, Maricopa County, Arizona","20357","12718","null","null",
"1400000US04013111401","Census Tract 1114.01, Maricopa County, Arizona","36382","8626","null","null",
"1400000US04013111402","Census Tract 1114.02, Maricopa County, Arizona","20909","51184","null","null",
"1400000US04013111501","Census Tract 1115.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013111502","Census Tract 1115.02, Maricopa County, Arizona","2,500-","***","***","2,500-",
"1400000US04013111601","Census Tract 1116.01, Maricopa County, Arizona","18929","3506","null","null",
"1400000US04013111602","Census Tract 1116.02, Maricopa County, Arizona","6500","7219","null","null",
"1400000US04013111700","Census Tract 1117, Maricopa County, Arizona","26815","7961","null","null",
"1400000US04013111800","Census Tract 1118, Maricopa County, Arizona","15221","30976","null","null",
"1400000US04013111900","Census Tract 1119, Maricopa County, Arizona","-","**","**","-",
"1400000US04013112100","Census Tract 1121, Maricopa County, Arizona","-","**","**","-",
"1400000US04013112201","Census Tract 1122.01, Maricopa County, Arizona","7386","39807","null","null",
"1400000US04013112202","Census Tract 1122.02, Maricopa County, Arizona","32614","25738","null","null",
"1400000US04013112301","Census Tract 1123.01, Maricopa County, Arizona","11615","12693","null","null",
"1400000US04013112302","Census Tract 1123.02, Maricopa County, Arizona","43125","46723","null","null",
"1400000US04013112401","Census Tract 1124.01, Maricopa County, Arizona","32292","14474","null","null",
"1400000US04013112402","Census Tract 1124.02, Maricopa County, Arizona","27750","2149","null","null",
"1400000US04013112502","Census Tract 1125.02, Maricopa County, Arizona","22434","60240","null","null",
"1400000US04013112503","Census Tract 1125.03, Maricopa County, Arizona","53523","35166","null","null",
"1400000US04013112504","Census Tract 1125.04, Maricopa County, Arizona","23542","4968","null","null",
"1400000US04013112505","Census Tract 1125.05, Maricopa County, Arizona","43267","17812","null","null",
"1400000US04013112507","Census Tract 1125.07, Maricopa County, Arizona","12250","39382","null","null",
"1400000US04013112508","Census Tract 1125.08, Maricopa County, Arizona","-","**","**","-",
"1400000US04013112509","Census Tract 1125.09, Maricopa County, Arizona","35702","4658","null","null",
"1400000US04013112510","Census Tract 1125.10, Maricopa County, Arizona","24348","25830","null","null",
"1400000US04013112511","Census Tract 1125.11, Maricopa County, Arizona","37076","56217","null","null",
"1400000US04013112512","Census Tract 1125.12, Maricopa County, Arizona","21731","17335","null","null",
"1400000US04013112513","Census Tract 1125.13, Maricopa County, Arizona","32068","24716","null","null",
"1400000US04013112514","Census Tract 1125.14, Maricopa County, Arizona","26538","33018","null","null",
"1400000US04013112601","Census Tract 1126.01, Maricopa County, Arizona","14464","27653","null","null",
"1400000US04013112602","Census Tract 1126.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013112700","Census Tract 1127, Maricopa County, Arizona","31250","15519","null","null",
"1400000US04013112900","Census Tract 1129, Maricopa County, Arizona","18393","9925","null","null",
"1400000US04013113000","Census Tract 1130, Maricopa County, Arizona","14940","103712","null","null",
"1400000US04013113100","Census Tract 1131, Maricopa County, Arizona","33846","19893","null","null",
"1400000US04013113201","Census Tract 1132.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013113202","Census Tract 1132.02, Maricopa County, Arizona","78333","115363","null","null",
"1400000US04013113203","Census Tract 1132.03, Maricopa County, Arizona","2,500-","***","***","2,500-",
"1400000US04013113300","Census Tract 1133, Maricopa County, Arizona","9025","676","null","null",
"1400000US04013113400","Census Tract 1134, Maricopa County, Arizona","-","**","**","-",
"1400000US04013113501","Census Tract 1135.01, Maricopa County, Arizona","32768","38382","null","null",
"1400000US04013113502","Census Tract 1135.02, Maricopa County, Arizona","9167","14591","null","null",
"1400000US04013113601","Census Tract 1136.01, Maricopa County, Arizona","27386","18931","null","null",
"1400000US04013113602","Census Tract 1136.02, Maricopa County, Arizona","22237","10699","null","null",
"1400000US04013113700","Census Tract 1137, Maricopa County, Arizona","26583","3355","null","null",
"1400000US04013113801","Census Tract 1138.01, Maricopa County, Arizona","65526","66814","null","null",
"1400000US04013113802","Census Tract 1138.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013113900","Census Tract 1139, Maricopa County, Arizona","2,500-","***","***","2,500-",
"1400000US04013114000","Census Tract 1140, Maricopa County, Arizona","20602","8587","null","null",
"1400000US04013114100","Census Tract 1141, Maricopa County, Arizona","50781","47162","null","null",
"1400000US04013114200","Census Tract 1142, Maricopa County, Arizona","10833","4241","null","null",
"1400000US04013114301","Census Tract 1143.01, Maricopa County, Arizona","31528","41063","null","null",
"1400000US04013114302","Census Tract 1143.02, Maricopa County, Arizona","17722","4613","null","null",
"1400000US04013114401","Census Tract 1144.01, Maricopa County, Arizona","91750","158479","null","null",
"1400000US04013114402","Census Tract 1144.02, Maricopa County, Arizona","8690","5137","null","null",
"1400000US04013114500","Census Tract 1145, Maricopa County, Arizona","16905","21709","null","null",
"1400000US04013114600","Census Tract 1146, Maricopa County, Arizona","-","**","**","-",
"1400000US04013114703","Census Tract 1147.03, Maricopa County, Arizona","-","**","**","-",
"1400000US04013114800","Census Tract 1148, Maricopa County, Arizona","38519","18027","null","null",
"1400000US04013114900","Census Tract 1149, Maricopa County, Arizona","11944","11670","null","null",
"1400000US04013115200","Census Tract 1152, Maricopa County, Arizona","26087","10682","null","null",
"1400000US04013115300","Census Tract 1153, Maricopa County, Arizona","10543","4894","null","null",
"1400000US04013115400","Census Tract 1154, Maricopa County, Arizona","35179","55128","null","null",
"1400000US04013115500","Census Tract 1155, Maricopa County, Arizona","87500","50625","null","null",
"1400000US04013115600","Census Tract 1156, Maricopa County, Arizona","34741","35906","null","null",
"1400000US04013115700","Census Tract 1157, Maricopa County, Arizona","29811","13221","null","null",
"1400000US04013115801","Census Tract 1158.01, Maricopa County, Arizona","23047","23223","null","null",
"1400000US04013115802","Census Tract 1158.02, Maricopa County, Arizona","20231","2776","null","null",
"1400000US04013115900","Census Tract 1159, Maricopa County, Arizona","31083","9651","null","null",
"1400000US04013116000","Census Tract 1160, Maricopa County, Arizona","24071","13669","null","null",
"1400000US04013116100","Census Tract 1161, Maricopa County, Arizona","28813","29007","null","null",
"1400000US04013116202","Census Tract 1162.02, Maricopa County, Arizona","38229","25002","null","null",
"1400000US04013116203","Census Tract 1162.03, Maricopa County, Arizona","41128","12964","null","null",
"1400000US04013116204","Census Tract 1162.04, Maricopa County, Arizona","33816","31630","null","null",
"1400000US04013116205","Census Tract 1162.05, Maricopa County, Arizona","32679","19678","null","null",
"1400000US04013116300","Census Tract 1163, Maricopa County, Arizona","43750","20119","null","null",
"1400000US04013116400","Census Tract 1164, Maricopa County, Arizona","50096","14368","null","null",
"1400000US04013116500","Census Tract 1165, Maricopa County, Arizona","38393","52301","null","null",
"1400000US04013116602","Census Tract 1166.02, Maricopa County, Arizona","46667","15181","null","null",
"1400000US04013116603","Census Tract 1166.03, Maricopa County, Arizona","56583","59503","null","null",
"1400000US04013116604","Census Tract 1166.04, Maricopa County, Arizona","43630","18268","null","null",
"1400000US04013116605","Census Tract 1166.05, Maricopa County, Arizona","68485","39024","null","null",
"1400000US04013116606","Census Tract 1166.06, Maricopa County, Arizona","39235","7560","null","null",
"1400000US04013116607","Census Tract 1166.07, Maricopa County, Arizona","53771","763","null","null",
"1400000US04013116608","Census Tract 1166.08, Maricopa County, Arizona","90347","23551","null","null",
"1400000US04013116609","Census Tract 1166.09, Maricopa County, Arizona","60919","16479","null","null",
"1400000US04013116610","Census Tract 1166.10, Maricopa County, Arizona","63688","38703","null","null",
"1400000US04013116611","Census Tract 1166.11, Maricopa County, Arizona","61136","56035","null","null",
"1400000US04013116612","Census Tract 1166.12, Maricopa County, Arizona","60341","43559","null","null",
"1400000US04013116613","Census Tract 1166.13, Maricopa County, Arizona","8902","52302","null","null",
"1400000US04013116702","Census Tract 1167.02, Maricopa County, Arizona","44250","29378","null","null",
"1400000US04013116703","Census Tract 1167.03, Maricopa County, Arizona","36500","29549","null","null",
"1400000US04013116704","Census Tract 1167.04, Maricopa County, Arizona","85096","32676","null","null",
"1400000US04013116707","Census Tract 1167.07, Maricopa County, Arizona","-","**","**","-",
"1400000US04013116708","Census Tract 1167.08, Maricopa County, Arizona","85212","37864","null","null",
"1400000US04013116709","Census Tract 1167.09, Maricopa County, Arizona","84327","73106","null","null",
"1400000US04013116710","Census Tract 1167.10, Maricopa County, Arizona","110227","82779","null","null",
"1400000US04013116711","Census Tract 1167.11, Maricopa County, Arizona","49612","41103","null","null",
"1400000US04013116712","Census Tract 1167.12, Maricopa County, Arizona","57500","53749","null","null",
"1400000US04013116713","Census Tract 1167.13, Maricopa County, Arizona","47868","30675","null","null",
"1400000US04013116714","Census Tract 1167.14, Maricopa County, Arizona","88750","90289","null","null",
"1400000US04013116715","Census Tract 1167.15, Maricopa County, Arizona","-","**","**","-",
"1400000US04013116717","Census Tract 1167.17, Maricopa County, Arizona","56382","11835","null","null",
"1400000US04013116718","Census Tract 1167.18, Maricopa County, Arizona","60278","15757","null","null",
"1400000US04013116719","Census Tract 1167.19, Maricopa County, Arizona","64276","29575","null","null",
"1400000US04013116720","Census Tract 1167.20, Maricopa County, Arizona","80949","44268","null","null",
"1400000US04013116721","Census Tract 1167.21, Maricopa County, Arizona","-","**","**","-",
"1400000US04013116725","Census Tract 1167.25, Maricopa County, Arizona","41417","21651","null","null",
"1400000US04013116727","Census Tract 1167.27, Maricopa County, Arizona","-","**","**","-",
"1400000US04013116728","Census Tract 1167.28, Maricopa County, Arizona","148224","58172","null","null",
"1400000US04013116729","Census Tract 1167.29, Maricopa County, Arizona","126125","125022","null","null",
"1400000US04013116730","Census Tract 1167.30, Maricopa County, Arizona","-","**","**","-",
"1400000US04013116731","Census Tract 1167.31, Maricopa County, Arizona","-","**","**","-",
"1400000US04013116732","Census Tract 1167.32, Maricopa County, Arizona","61131","86643","null","null",
"1400000US04013116733","Census Tract 1167.33, Maricopa County, Arizona","-","**","**","-",
"1400000US04013116800","Census Tract 1168, Maricopa County, Arizona","121563","24491","null","null",
"1400000US04013116900","Census Tract 1169, Maricopa County, Arizona","-","**","**","-",
"1400000US04013117000","Census Tract 1170, Maricopa County, Arizona","27708","25558","null","null",
"1400000US04013117100","Census Tract 1171, Maricopa County, Arizona","55078","25843","null","null",
"1400000US04013117200","Census Tract 1172, Maricopa County, Arizona","-","**","**","-",
"1400000US04013117300","Census Tract 1173, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216806","Census Tract 2168.06, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216807","Census Tract 2168.07, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216809","Census Tract 2168.09, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216810","Census Tract 2168.10, Maricopa County, Arizona","14306","22949","null","null",
"1400000US04013216813","Census Tract 2168.13, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216816","Census Tract 2168.16, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216818","Census Tract 2168.18, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216819","Census Tract 2168.19, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216820","Census Tract 2168.20, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216821","Census Tract 2168.21, Maricopa County, Arizona","110662","197047","null","null",
"1400000US04013216822","Census Tract 2168.22, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216826","Census Tract 2168.26, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216829","Census Tract 2168.29, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216830","Census Tract 2168.30, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216831","Census Tract 2168.31, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216832","Census Tract 2168.32, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216833","Census Tract 2168.33, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216834","Census Tract 2168.34, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216835","Census Tract 2168.35, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216836","Census Tract 2168.36, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216837","Census Tract 2168.37, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216838","Census Tract 2168.38, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216839","Census Tract 2168.39, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216840","Census Tract 2168.40, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216841","Census Tract 2168.41, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216842","Census Tract 2168.42, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216843","Census Tract 2168.43, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216844","Census Tract 2168.44, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216845","Census Tract 2168.45, Maricopa County, Arizona","94053","75117","null","null",
"1400000US04013216846","Census Tract 2168.46, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216847","Census Tract 2168.47, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216848","Census Tract 2168.48, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216849","Census Tract 2168.49, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216850","Census Tract 2168.50, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216851","Census Tract 2168.51, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216852","Census Tract 2168.52, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216853","Census Tract 2168.53, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216901","Census Tract 2169.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013216902","Census Tract 2169.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013217001","Census Tract 2170.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013217002","Census Tract 2170.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013217101","Census Tract 2171.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013217102","Census Tract 2171.02, Maricopa County, Arizona","-","**","**","-",
"1400000US04013217201","Census Tract 2172.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013217203","Census Tract 2172.03, Maricopa County, Arizona","-","**","**","-",
"1400000US04013217204","Census Tract 2172.04, Maricopa County, Arizona","39667","53537","null","null",
"1400000US04013217300","Census Tract 2173, Maricopa County, Arizona","-","**","**","-",
"1400000US04013217400","Census Tract 2174, Maricopa County, Arizona","-","**","**","-",
"1400000US04013217501","Census Tract 2175.01, Maricopa County, Arizona","23229","65397","null","null",
"1400000US04013217502","Census Tract 2175.02, Maricopa County, Arizona","20333","69564","null","null",
"1400000US04013217600","Census Tract 2176, Maricopa County, Arizona","81708","37550","null","null",
"1400000US04013217700","Census Tract 2177, Maricopa County, Arizona","36279","25428","null","null",
"1400000US04013217800","Census Tract 2178, Maricopa County, Arizona","55530","53766","null","null",
"1400000US04013217900","Census Tract 2179, Maricopa County, Arizona","7000","8019","null","null",
"1400000US04013218000","Census Tract 2180, Maricopa County, Arizona","-","**","**","-",
"1400000US04013218100","Census Tract 2181, Maricopa County, Arizona","-","**","**","-",
"1400000US04013218200","Census Tract 2182, Maricopa County, Arizona","-","**","**","-",
"1400000US04013218300","Census Tract 2183, Maricopa County, Arizona","-","**","**","-",
"1400000US04013318400","Census Tract 3184, Maricopa County, Arizona","68170","31405","null","null",
"1400000US04013318501","Census Tract 3185.01, Maricopa County, Arizona","-","**","**","-",
"1400000US04013318700","Census Tract 3187, Maricopa County, Arizona","-","**","**","-",
"1400000US04013318800","Census Tract 3188, Maricopa County, Arizona","19750","10085","null","null",
"1400000US04013318900","Census Tract 3189, Maricopa County, Arizona","39696","113714","null","null",
"1400000US04013319000","Census Tract 3190, Maricopa County, Arizona","-","**","**","-",
"1400000US04013319101","Census Tract 3191.01, Maricopa County, Arizona","8125","5531","null","null",
