"GEO_ID","NAME","B19013F_001M","B19013F_001MA","B19013F_001E","B19013F_001EA",
"Geography","Geographic Area Name","Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)",
"1400000US04013318800","Census Tract 3188, Maricopa County, Arizona","43088","null","17250","null",
"1400000US04013318900","Census Tract 3189, Maricopa County, Arizona","45312","null","71797","null",
"1400000US04013319000","Census Tract 3190, Maricopa County, Arizona","**","**","-","-",
"1400000US04013319101","Census Tract 3191.01, Maricopa County, Arizona","50722","null","42917","null",
"1400000US04013319103","Census Tract 3191.03, Maricopa County, Arizona","50918","null","25833","null",
"1400000US04013319104","Census Tract 3191.04, Maricopa County, Arizona","43341","null","31875","null",
"1400000US04013319201","Census Tract 3192.01, Maricopa County, Arizona","51504","null","52250","null",
"1400000US04013319202","Census Tract 3192.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013319300","Census Tract 3193, Maricopa County, Arizona","91938","null","76125","null",
"1400000US04013319401","Census Tract 3194.01, Maricopa County, Arizona","56129","null","58929","null",
"1400000US04013319402","Census Tract 3194.02, Maricopa County, Arizona","126700","null","28173","null",
"1400000US04013319403","Census Tract 3194.03, Maricopa County, Arizona","104915","null","21875","null",
"1400000US04013319404","Census Tract 3194.04, Maricopa County, Arizona","50711","null","26964","null",
"1400000US04013319500","Census Tract 3195, Maricopa County, Arizona","54956","null","31683","null",
"1400000US04013319600","Census Tract 3196, Maricopa County, Arizona","7350","null","63565","null",
"1400000US04013319703","Census Tract 3197.03, Maricopa County, Arizona","11412","null","39000","null",
"1400000US04013319704","Census Tract 3197.04, Maricopa County, Arizona","46548","null","44063","null",
"1400000US04013319705","Census Tract 3197.05, Maricopa County, Arizona","19555","null","44338","null",
"1400000US04013319706","Census Tract 3197.06, Maricopa County, Arizona","24612","null","41364","null",
"1400000US04013319800","Census Tract 3198, Maricopa County, Arizona","85286","null","73929","null",
"1400000US04013319902","Census Tract 3199.02, Maricopa County, Arizona","110847","null","112768","null",
"1400000US04013319903","Census Tract 3199.03, Maricopa County, Arizona","26941","null","28750","null",
"1400000US04013319904","Census Tract 3199.04, Maricopa County, Arizona","146082","null","110179","null",
"1400000US04013319905","Census Tract 3199.05, Maricopa County, Arizona","2043","null","42917","null",
"1400000US04013319906","Census Tract 3199.06, Maricopa County, Arizona","25780","null","86750","null",
"1400000US04013319907","Census Tract 3199.07, Maricopa County, Arizona","**","**","-","-",
"1400000US04013319908","Census Tract 3199.08, Maricopa County, Arizona","**","**","-","-",
"1400000US04013319909","Census Tract 3199.09, Maricopa County, Arizona","82914","null","94911","null",
"1400000US04013319910","Census Tract 3199.10, Maricopa County, Arizona","**","**","-","-",
"1400000US04013320001","Census Tract 3200.01, Maricopa County, Arizona","26506","null","63750","null",
"1400000US04013320002","Census Tract 3200.02, Maricopa County, Arizona","23778","null","59286","null",
"1400000US04013320007","Census Tract 3200.07, Maricopa County, Arizona","6815","null","36676","null",
"1400000US04013320100","Census Tract 3201, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420104","Census Tract 4201.04, Maricopa County, Arizona","50987","null","117788","null",
"1400000US04013420105","Census Tract 4201.05, Maricopa County, Arizona","28070","null","75000","null",
"1400000US04013420107","Census Tract 4201.07, Maricopa County, Arizona","34131","null","90063","null",
"1400000US04013420108","Census Tract 4201.08, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420109","Census Tract 4201.09, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420110","Census Tract 4201.10, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420111","Census Tract 4201.11, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420112","Census Tract 4201.12, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420113","Census Tract 4201.13, Maricopa County, Arizona","26463","null","24167","null",
"1400000US04013420114","Census Tract 4201.14, Maricopa County, Arizona","25673","null","67667","null",
"1400000US04013420115","Census Tract 4201.15, Maricopa County, Arizona","132538","null","36250","null",
"1400000US04013420116","Census Tract 4201.16, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420202","Census Tract 4202.02, Maricopa County, Arizona","40199","null","55962","null",
"1400000US04013420206","Census Tract 4202.06, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420207","Census Tract 4202.07, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420208","Census Tract 4202.08, Maricopa County, Arizona","49578","null","33060","null",
"1400000US04013420209","Census Tract 4202.09, Maricopa County, Arizona","88531","null","105833","null",
"1400000US04013420210","Census Tract 4202.10, Maricopa County, Arizona","5774","null","91417","null",
"1400000US04013420211","Census Tract 4202.11, Maricopa County, Arizona","6040","null","126335","null",
"1400000US04013420212","Census Tract 4202.12, Maricopa County, Arizona","5156","null","38261","null",
"1400000US04013420213","Census Tract 4202.13, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420214","Census Tract 4202.14, Maricopa County, Arizona","69797","null","49412","null",
"1400000US04013420215","Census Tract 4202.15, Maricopa County, Arizona","25120","null","24625","null",
"1400000US04013420216","Census Tract 4202.16, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420301","Census Tract 4203.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420302","Census Tract 4203.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420303","Census Tract 4203.03, Maricopa County, Arizona","13224","null","61161","null",
"1400000US04013420304","Census Tract 4203.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420401","Census Tract 4204.01, Maricopa County, Arizona","13976","null","36563","null",
"1400000US04013420402","Census Tract 4204.02, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420501","Census Tract 4205.01, Maricopa County, Arizona","14730","null","41450","null",
"1400000US04013420503","Census Tract 4205.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420504","Census Tract 4205.04, Maricopa County, Arizona","110472","null","41250","null",
"1400000US04013420602","Census Tract 4206.02, Maricopa County, Arizona","34971","null","43542","null",
"1400000US04013420603","Census Tract 4206.03, Maricopa County, Arizona","218973","null","109279","null",
"1400000US04013420604","Census Tract 4206.04, Maricopa County, Arizona","99388","null","67596","null",
"1400000US04013420704","Census Tract 4207.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420705","Census Tract 4207.05, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420706","Census Tract 4207.06, Maricopa County, Arizona","59357","null","59417","null",
"1400000US04013420707","Census Tract 4207.07, Maricopa County, Arizona","3773","null","50820","null",
"1400000US04013420708","Census Tract 4207.08, Maricopa County, Arizona","45513","null","37995","null",
"1400000US04013420709","Census Tract 4207.09, Maricopa County, Arizona","1112","null","40987","null",
"1400000US04013420710","Census Tract 4207.10, Maricopa County, Arizona","41822","null","32188","null",
"1400000US04013420800","Census Tract 4208, Maricopa County, Arizona","16527","null","19044","null",
"1400000US04013420901","Census Tract 4209.01, Maricopa County, Arizona","9468","null","30804","null",
"1400000US04013420902","Census Tract 4209.02, Maricopa County, Arizona","39373","null","52917","null",
"1400000US04013421001","Census Tract 4210.01, Maricopa County, Arizona","102969","null","14917","null",
"1400000US04013421002","Census Tract 4210.02, Maricopa County, Arizona","17823","null","54028","null",
"1400000US04013421101","Census Tract 4211.01, Maricopa County, Arizona","23933","null","46591","null",
"1400000US04013421102","Census Tract 4211.02, Maricopa County, Arizona","17444","null","60795","null",
"1400000US04013421201","Census Tract 4212.01, Maricopa County, Arizona","62726","null","45893","null",
"1400000US04013421202","Census Tract 4212.02, Maricopa County, Arizona","42848","null","67153","null",
"1400000US04013421302","Census Tract 4213.02, Maricopa County, Arizona","319178","null","70625","null",
"1400000US04013421303","Census Tract 4213.03, Maricopa County, Arizona","56365","null","22250","null",
"1400000US04013421304","Census Tract 4213.04, Maricopa County, Arizona","23583","null","19896","null",
"1400000US04013421400","Census Tract 4214, Maricopa County, Arizona","18758","null","16630","null",
"1400000US04013421501","Census Tract 4215.01, Maricopa County, Arizona","19018","null","30163","null",
"1400000US04013421502","Census Tract 4215.02, Maricopa County, Arizona","77214","null","53281","null",
"1400000US04013421601","Census Tract 4216.01, Maricopa County, Arizona","30009","null","41667","null",
"1400000US04013421602","Census Tract 4216.02, Maricopa County, Arizona","10384","null","26477","null",
"1400000US04013421701","Census Tract 4217.01, Maricopa County, Arizona","49085","null","62875","null",
"1400000US04013421702","Census Tract 4217.02, Maricopa County, Arizona","13367","null","45769","null",
"1400000US04013421801","Census Tract 4218.01, Maricopa County, Arizona","9203","null","44083","null",
"1400000US04013421802","Census Tract 4218.02, Maricopa County, Arizona","3786","null","29929","null",
"1400000US04013421901","Census Tract 4219.01, Maricopa County, Arizona","22742","null","32424","null",
"1400000US04013421902","Census Tract 4219.02, Maricopa County, Arizona","16002","null","34706","null",
"1400000US04013422001","Census Tract 4220.01, Maricopa County, Arizona","18678","null","26786","null",
"1400000US04013422002","Census Tract 4220.02, Maricopa County, Arizona","1689","null","31288","null",
"1400000US04013422102","Census Tract 4221.02, Maricopa County, Arizona","32182","null","30750","null",
"1400000US04013422103","Census Tract 4221.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422104","Census Tract 4221.04, Maricopa County, Arizona","45588","null","39167","null",
"1400000US04013422105","Census Tract 4221.05, Maricopa County, Arizona","32269","null","38125","null",
"1400000US04013422106","Census Tract 4221.06, Maricopa County, Arizona","37609","null","50556","null",
"1400000US04013422107","Census Tract 4221.07, Maricopa County, Arizona","11489","null","23807","null",
"1400000US04013422203","Census Tract 4222.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422204","Census Tract 4222.04, Maricopa County, Arizona","41409","null","57788","null",
"1400000US04013422205","Census Tract 4222.05, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422209","Census Tract 4222.09, Maricopa County, Arizona","49799","null","38417","null",
"1400000US04013422210","Census Tract 4222.10, Maricopa County, Arizona","31421","null","34632","null",
"1400000US04013422211","Census Tract 4222.11, Maricopa County, Arizona","86934","null","51905","null",
"1400000US04013422212","Census Tract 4222.12, Maricopa County, Arizona","29163","null","43792","null",
"1400000US04013422213","Census Tract 4222.13, Maricopa County, Arizona","305574","null","89375","null",
"1400000US04013422215","Census Tract 4222.15, Maricopa County, Arizona","31467","null","58409","null",
"1400000US04013422216","Census Tract 4222.16, Maricopa County, Arizona","10297","null","63542","null",
"1400000US04013422217","Census Tract 4222.17, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422218","Census Tract 4222.18, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422219","Census Tract 4222.19, Maricopa County, Arizona","20299","null","43438","null",
"1400000US04013422220","Census Tract 4222.20, Maricopa County, Arizona","54642","null","80114","null",
"1400000US04013422221","Census Tract 4222.21, Maricopa County, Arizona","155531","null","163333","null",
"1400000US04013422222","Census Tract 4222.22, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422301","Census Tract 4223.01, Maricopa County, Arizona","16927","null","48750","null",
"1400000US04013422302","Census Tract 4223.02, Maricopa County, Arizona","21343","null","69500","null",
"1400000US04013422304","Census Tract 4223.04, Maricopa County, Arizona","4434","null","40833","null",
"1400000US04013422305","Census Tract 4223.05, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422307","Census Tract 4223.07, Maricopa County, Arizona","18975","null","56026","null",
"1400000US04013422308","Census Tract 4223.08, Maricopa County, Arizona","68949","null","50625","null",
"1400000US04013422309","Census Tract 4223.09, Maricopa County, Arizona","111996","null","48929","null",
"1400000US04013422401","Census Tract 4224.01, Maricopa County, Arizona","29354","null","51750","null",
"1400000US04013422402","Census Tract 4224.02, Maricopa County, Arizona","13258","null","28250","null",
"1400000US04013422403","Census Tract 4224.03, Maricopa County, Arizona","41515","null","95529","null",
"1400000US04013422404","Census Tract 4224.04, Maricopa County, Arizona","53163","null","45481","null",
"1400000US04013422501","Census Tract 4225.01, Maricopa County, Arizona","701","null","71449","null",
"1400000US04013422502","Census Tract 4225.02, Maricopa County, Arizona","22638","null","61136","null",
"1400000US04013422503","Census Tract 4225.03, Maricopa County, Arizona","17366","null","58963","null",
"1400000US04013422504","Census Tract 4225.04, Maricopa County, Arizona","105880","null","62955","null",
"1400000US04013422506","Census Tract 4225.06, Maricopa County, Arizona","119808","null","62656","null",
"1400000US04013422507","Census Tract 4225.07, Maricopa County, Arizona","40835","null","89330","null",
"1400000US04013422508","Census Tract 4225.08, Maricopa County, Arizona","48128","null","118661","null",
"1400000US04013422509","Census Tract 4225.09, Maricopa County, Arizona","47054","null","95417","null",
"1400000US04013422510","Census Tract 4225.10, Maricopa County, Arizona","939","null","188785","null",
"1400000US04013422511","Census Tract 4225.11, Maricopa County, Arizona","20967","null","44267","null",
"1400000US04013422512","Census Tract 4225.12, Maricopa County, Arizona","142334","null","24185","null",
"1400000US04013422513","Census Tract 4225.13, Maricopa County, Arizona","79804","null","135450","null",
"1400000US04013422514","Census Tract 4225.14, Maricopa County, Arizona","52229","null","31932","null",
"1400000US04013422606","Census Tract 4226.06, Maricopa County, Arizona","13759","null","51129","null",
"1400000US04013422607","Census Tract 4226.07, Maricopa County, Arizona","38079","null","38977","null",
"1400000US04013422609","Census Tract 4226.09, Maricopa County, Arizona","28403","null","20776","null",
"1400000US04013422610","Census Tract 4226.10, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422615","Census Tract 4226.15, Maricopa County, Arizona","25180","null","62409","null",
"1400000US04013422616","Census Tract 4226.16, Maricopa County, Arizona","57022","null","85083","null",
"1400000US04013422617","Census Tract 4226.17, Maricopa County, Arizona","137119","null","107875","null",
"1400000US04013422618","Census Tract 4226.18, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422620","Census Tract 4226.20, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422621","Census Tract 4226.21, Maricopa County, Arizona","1349","null","108750","null",
"1400000US04013422622","Census Tract 4226.22, Maricopa County, Arizona","43641","null","70043","null",
"1400000US04013422623","Census Tract 4226.23, Maricopa County, Arizona","13765","null","61865","null",
"1400000US04013422624","Census Tract 4226.24, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422625","Census Tract 4226.25, Maricopa County, Arizona","16035","null","47176","null",
"1400000US04013422626","Census Tract 4226.26, Maricopa County, Arizona","37314","null","34000","null",
"1400000US04013422627","Census Tract 4226.27, Maricopa County, Arizona","166299","null","120104","null",
"1400000US04013422628","Census Tract 4226.28, Maricopa County, Arizona","62224","null","37348","null",
"1400000US04013422629","Census Tract 4226.29, Maricopa County, Arizona","46361","null","44167","null",
"1400000US04013422630","Census Tract 4226.30, Maricopa County, Arizona","70655","null","46731","null",
"1400000US04013422631","Census Tract 4226.31, Maricopa County, Arizona","128100","null","52019","null",
"1400000US04013422632","Census Tract 4226.32, Maricopa County, Arizona","29179","null","51129","null",
"1400000US04013422633","Census Tract 4226.33, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422634","Census Tract 4226.34, Maricopa County, Arizona","27702","null","33854","null",
"1400000US04013422635","Census Tract 4226.35, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422636","Census Tract 4226.36, Maricopa County, Arizona","100598","null","24091","null",
"1400000US04013422637","Census Tract 4226.37, Maricopa County, Arizona","25426","null","48472","null",
"1400000US04013422638","Census Tract 4226.38, Maricopa County, Arizona","16670","null","46078","null",
"1400000US04013422639","Census Tract 4226.39, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422640","Census Tract 4226.40, Maricopa County, Arizona","16413","null","85357","null",
"1400000US04013422641","Census Tract 4226.41, Maricopa County, Arizona","54328","null","57284","null",
"1400000US04013422642","Census Tract 4226.42, Maricopa County, Arizona","66635","null","80625","null",
"1400000US04013422643","Census Tract 4226.43, Maricopa County, Arizona","58023","null","125745","null",
"1400000US04013422644","Census Tract 4226.44, Maricopa County, Arizona","19730","null","80380","null",
"1400000US04013422646","Census Tract 4226.46, Maricopa County, Arizona","2058","null","58333","null",
"1400000US04013522800","Census Tract 5228, Maricopa County, Arizona","**","**","-","-",
"1400000US04013522901","Census Tract 5229.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013522903","Census Tract 5229.03, Maricopa County, Arizona","4709","null","37845","null",
"1400000US04013522904","Census Tract 5229.04, Maricopa County, Arizona","28058","null","70583","null",
"1400000US04013523002","Census Tract 5230.02, Maricopa County, Arizona","52726","null","75833","null",
"1400000US04013523003","Census Tract 5230.03, Maricopa County, Arizona","34658","null","58958","null",
"1400000US04013523005","Census Tract 5230.05, Maricopa County, Arizona","91014","null","66250","null",
"1400000US04013523006","Census Tract 5230.06, Maricopa County, Arizona","45210","null","51518","null",
"1400000US04013523102","Census Tract 5231.02, Maricopa County, Arizona","13194","null","32283","null",
"1400000US04013523103","Census Tract 5231.03, Maricopa County, Arizona","23467","null","35556","null",
"1400000US04013523104","Census Tract 5231.04, Maricopa County, Arizona","25644","null","23309","null",
"1400000US04013610000","Census Tract 6100, Maricopa County, Arizona","**","**","-","-",
"1400000US04013610100","Census Tract 6101, Maricopa County, Arizona","**","**","-","-",
"1400000US04013610200","Census Tract 6102, Maricopa County, Arizona","**","**","-","-",
"1400000US04013610300","Census Tract 6103, Maricopa County, Arizona","115353","null","29750","null",
"1400000US04013610400","Census Tract 6104, Maricopa County, Arizona","**","**","-","-",
"1400000US04013610500","Census Tract 6105, Maricopa County, Arizona","**","**","-","-",
"1400000US04013610600","Census Tract 6106, Maricopa County, Arizona","**","**","-","-",
"1400000US04013610700","Census Tract 6107, Maricopa County, Arizona","**","**","-","-",
"1400000US04013610800","Census Tract 6108, Maricopa County, Arizona","**","**","-","-",
"1400000US04013610900","Census Tract 6109, Maricopa County, Arizona","**","**","-","-",
"1400000US04013611000","Census Tract 6110, Maricopa County, Arizona","**","**","-","-",
"1400000US04013611100","Census Tract 6111, Maricopa County, Arizona","**","**","-","-",
"1400000US04013611200","Census Tract 6112, Maricopa County, Arizona","227473","null","64500","null",
"1400000US04013611300","Census Tract 6113, Maricopa County, Arizona","**","**","-","-",
"1400000US04013611400","Census Tract 6114, Maricopa County, Arizona","49962","null","54766","null",
"1400000US04013611500","Census Tract 6115, Maricopa County, Arizona","**","**","-","-",
"1400000US04013611600","Census Tract 6116, Maricopa County, Arizona","**","**","-","-",
"1400000US04013611700","Census Tract 6117, Maricopa County, Arizona","**","**","-","-",
"1400000US04013611800","Census Tract 6118, Maricopa County, Arizona","211075","null","64556","null",
"1400000US04013611900","Census Tract 6119, Maricopa County, Arizona","**","**","-","-",
"1400000US04013612000","Census Tract 6120, Maricopa County, Arizona","**","**","-","-",
"1400000US04013612200","Census Tract 6122, Maricopa County, Arizona","**","**","-","-",
"1400000US04013612300","Census Tract 6123, Maricopa County, Arizona","**","**","-","-",
"1400000US04013612400","Census Tract 6124, Maricopa County, Arizona","**","**","-","-",
"1400000US04013612500","Census Tract 6125, Maricopa County, Arizona","**","**","-","-",
"1400000US04013612600","Census Tract 6126, Maricopa County, Arizona","**","**","-","-",
"1400000US04013612700","Census Tract 6127, Maricopa County, Arizona","**","**","-","-",
"1400000US04013612800","Census Tract 6128, Maricopa County, Arizona","**","**","-","-",
"1400000US04013612900","Census Tract 6129, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613000","Census Tract 6130, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613100","Census Tract 6131, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613200","Census Tract 6132, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613300","Census Tract 6133, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613400","Census Tract 6134, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613500","Census Tract 6135, Maricopa County, Arizona","183772","null","245677","null",
"1400000US04013613600","Census Tract 6136, Maricopa County, Arizona","115986","null","145167","null",
"1400000US04013613700","Census Tract 6137, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613800","Census Tract 6138, Maricopa County, Arizona","12533","null","81750","null",
"1400000US04013613900","Census Tract 6139, Maricopa County, Arizona","32249","null","98164","null",
"1400000US04013614000","Census Tract 6140, Maricopa County, Arizona","**","**","-","-",
"1400000US04013614100","Census Tract 6141, Maricopa County, Arizona","136628","null","54732","null",
"1400000US04013614200","Census Tract 6142, Maricopa County, Arizona","83853","null","112105","null",
"1400000US04013614300","Census Tract 6143, Maricopa County, Arizona","177780","null","94926","null",
"1400000US04013614400","Census Tract 6144, Maricopa County, Arizona","53056","null","17167","null",
"1400000US04013614500","Census Tract 6145, Maricopa County, Arizona","44934","null","43125","null",
"1400000US04013614600","Census Tract 6146, Maricopa County, Arizona","18825","null","39750","null",
"1400000US04013614700","Census Tract 6147, Maricopa County, Arizona","69038","null","106406","null",
"1400000US04013614800","Census Tract 6148, Maricopa County, Arizona","31756","null","51058","null",
"1400000US04013614900","Census Tract 6149, Maricopa County, Arizona","93738","null","144271","null",
"1400000US04013615000","Census Tract 6150, Maricopa County, Arizona","**","**","-","-",
"1400000US04013615100","Census Tract 6151, Maricopa County, Arizona","127258","null","76622","null",
"1400000US04013615200","Census Tract 6152, Maricopa County, Arizona","**","**","-","-",
"1400000US04013615300","Census Tract 6153, Maricopa County, Arizona","**","**","-","-",
"1400000US04013615400","Census Tract 6154, Maricopa County, Arizona","**","**","-","-",
"1400000US04013615500","Census Tract 6155, Maricopa County, Arizona","**","**","-","-",
"1400000US04013615600","Census Tract 6156, Maricopa County, Arizona","82695","null","34643","null",
"1400000US04013615700","Census Tract 6157, Maricopa County, Arizona","45475","null","62188","null",
"1400000US04013615800","Census Tract 6158, Maricopa County, Arizona","34161","null","70179","null",
"1400000US04013615900","Census Tract 6159, Maricopa County, Arizona","**","**","-","-",
"1400000US04013616000","Census Tract 6160, Maricopa County, Arizona","**","**","-","-",
"1400000US04013616100","Census Tract 6161, Maricopa County, Arizona","**","**","-","-",
"1400000US04013616200","Census Tract 6162, Maricopa County, Arizona","37751","null","72885","null",
"1400000US04013616300","Census Tract 6163, Maricopa County, Arizona","67483","null","140192","null",
"1400000US04013616400","Census Tract 6164, Maricopa County, Arizona","165119","null","46979","null",
"1400000US04013616500","Census Tract 6165, Maricopa County, Arizona","87802","null","95909","null",
"1400000US04013616600","Census Tract 6166, Maricopa County, Arizona","7610","null","33839","null",
"1400000US04013616700","Census Tract 6167, Maricopa County, Arizona","20223","null","59213","null",
"1400000US04013616800","Census Tract 6168, Maricopa County, Arizona","27466","null","67946","null",
"1400000US04013616900","Census Tract 6169, Maricopa County, Arizona","**","**","-","-",
"1400000US04013617000","Census Tract 6170, Maricopa County, Arizona","**","**","-","-",
"1400000US04013617100","Census Tract 6171, Maricopa County, Arizona","**","**","-","-",
"1400000US04013617200","Census Tract 6172, Maricopa County, Arizona","***","***","250,000+","250,000+",
"1400000US04013617300","Census Tract 6173, Maricopa County, Arizona","**","**","-","-",
"1400000US04013617400","Census Tract 6174, Maricopa County, Arizona","56189","null","55400","null",
"1400000US04013617500","Census Tract 6175, Maricopa County, Arizona","**","**","-","-",
"1400000US04013617600","Census Tract 6176, Maricopa County, Arizona","33251","null","69821","null",
"1400000US04013617700","Census Tract 6177, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013617800","Census Tract 6178, Maricopa County, Arizona","**","**","-","-",
"1400000US04013617900","Census Tract 6179, Maricopa County, Arizona","**","**","-","-",
"1400000US04013618000","Census Tract 6180, Maricopa County, Arizona","6891","null","68565","null",
"1400000US04013618100","Census Tract 6181, Maricopa County, Arizona","81387","null","82614","null",
"1400000US04013618200","Census Tract 6182, Maricopa County, Arizona","**","**","-","-",
"1400000US04013618300","Census Tract 6183, Maricopa County, Arizona","124434","null","70089","null",
"1400000US04013618400","Census Tract 6184, Maricopa County, Arizona","46379","null","18558","null",
"1400000US04013618500","Census Tract 6185, Maricopa County, Arizona","18111","null","53750","null",
"1400000US04013618600","Census Tract 6186, Maricopa County, Arizona","39342","null","48125","null",
"1400000US04013618700","Census Tract 6187, Maricopa County, Arizona","**","**","-","-",
"1400000US04013618800","Census Tract 6188, Maricopa County, Arizona","58537","null","66838","null",
"1400000US04013618900","Census Tract 6189, Maricopa County, Arizona","6294","null","34318","null",
"1400000US04013619000","Census Tract 6190, Maricopa County, Arizona","**","**","-","-",
"1400000US04013619100","Census Tract 6191, Maricopa County, Arizona","126581","null","125787","null",
"1400000US04013619200","Census Tract 6192, Maricopa County, Arizona","27619","null","15952","null",
"1400000US04013619300","Census Tract 6193, Maricopa County, Arizona","32577","null","30804","null",
"1400000US04013619400","Census Tract 6194, Maricopa County, Arizona","21295","null","34423","null",
"1400000US04013619500","Census Tract 6195, Maricopa County, Arizona","29524","null","62604","null",
"1400000US04013619600","Census Tract 6196, Maricopa County, Arizona","**","**","-","-",
"1400000US04013619700","Census Tract 6197, Maricopa County, Arizona","41368","null","93819","null",
"1400000US04013619800","Census Tract 6198, Maricopa County, Arizona","21438","null","28375","null",
"1400000US04013619900","Census Tract 6199, Maricopa County, Arizona","**","**","-","-",
"1400000US04013723303","Census Tract 7233.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013723304","Census Tract 7233.04, Maricopa County, Arizona","30437","null","26591","null",
"1400000US04013723305","Census Tract 7233.05, Maricopa County, Arizona","8847","null","25577","null",
"1400000US04013723306","Census Tract 7233.06, Maricopa County, Arizona","**","**","-","-",
"1400000US04013723307","Census Tract 7233.07, Maricopa County, Arizona","**","**","-","-",
"1400000US04013723308","Census Tract 7233.08, Maricopa County, Arizona","205334","null","102708","null",
"1400000US04013810000","Census Tract 8100, Maricopa County, Arizona","**","**","-","-",
"1400000US04013810100","Census Tract 8101, Maricopa County, Arizona","64008","null","121167","null",
"1400000US04013810200","Census Tract 8102, Maricopa County, Arizona","**","**","-","-",
"1400000US04013810300","Census Tract 8103, Maricopa County, Arizona","17757","null","72778","null",
"1400000US04013810400","Census Tract 8104, Maricopa County, Arizona","**","**","-","-",
"1400000US04013810500","Census Tract 8105, Maricopa County, Arizona","**","**","-","-",
"1400000US04013810600","Census Tract 8106, Maricopa County, Arizona","75527","null","26680","null",
"1400000US04013810700","Census Tract 8107, Maricopa County, Arizona","32675","null","40089","null",
"1400000US04013810800","Census Tract 8108, Maricopa County, Arizona","55987","null","38828","null",
"1400000US04013810900","Census Tract 8109, Maricopa County, Arizona","117045","null","50313","null",
"1400000US04013811000","Census Tract 8110, Maricopa County, Arizona","64399","null","93365","null",
"1400000US04013811100","Census Tract 8111, Maricopa County, Arizona","58512","null","19875","null",
"1400000US04013811200","Census Tract 8112, Maricopa County, Arizona","**","**","-","-",
"1400000US04013811300","Census Tract 8113, Maricopa County, Arizona","35895","null","103409","null",
"1400000US04013811400","Census Tract 8114, Maricopa County, Arizona","27401","null","52656","null",
"1400000US04013811500","Census Tract 8115, Maricopa County, Arizona","**","**","-","-",
"1400000US04013811600","Census Tract 8116, Maricopa County, Arizona","92183","null","41786","null",
"1400000US04013811700","Census Tract 8117, Maricopa County, Arizona","169991","null","110294","null",
"1400000US04013811800","Census Tract 8118, Maricopa County, Arizona","**","**","-","-",
"1400000US04013811900","Census Tract 8119, Maricopa County, Arizona","15664","null","88833","null",
"1400000US04013812000","Census Tract 8120, Maricopa County, Arizona","**","**","-","-",
"1400000US04013812100","Census Tract 8121, Maricopa County, Arizona","46885","null","102063","null",
"1400000US04013812200","Census Tract 8122, Maricopa County, Arizona","**","**","-","-",
"1400000US04013812300","Census Tract 8123, Maricopa County, Arizona","306421","null","59605","null",
"1400000US04013812400","Census Tract 8124, Maricopa County, Arizona","31758","null","74257","null",
"1400000US04013812500","Census Tract 8125, Maricopa County, Arizona","**","**","-","-",
"1400000US04013812600","Census Tract 8126, Maricopa County, Arizona","**","**","-","-",
