"GEO_ID","NAME","B19001H_001E","B19001H_001M","B19001H_001MA","B19001H_001EA","B19001H_002E","B19001H_002EA","B19001H_002M","B19001H_002MA","B19001H_003E","B19001H_003M","B19001H_003MA","B19001H_003EA","B19001H_004E","B19001H_004EA","B19001H_004M","B19001H_004MA","B19001H_005E","B19001H_005EA","B19001H_005M","B19001H_005MA","B19001H_006E","B19001H_006M","B19001H_006MA","B19001H_006EA","B19001H_007E","B19001H_007EA","B19001H_007M","B19001H_007MA","B19001H_008E","B19001H_008M","B19001H_008MA","B19001H_008EA","B19001H_009E","B19001H_009M","B19001H_009MA","B19001H_009EA","B19001H_010E","B19001H_010M","B19001H_010MA","B19001H_010EA","B19001H_011E","B19001H_011EA","B19001H_011M","B19001H_011MA","B19001H_012E","B19001H_012M","B19001H_012MA","B19001H_012EA","B19001H_013E","B19001H_013M","B19001H_013MA","B19001H_013EA","B19001H_014E","B19001H_014EA","B19001H_014M","B19001H_014MA","B19001H_015E","B19001H_015EA","B19001H_015M","B19001H_015MA","B19001H_016E","B19001H_016EA","B19001H_016M","B19001H_016MA","B19001H_017E","B19001H_017EA","B19001H_017M","B19001H_017MA",
"1400000US04013060902","Census Tract 609.02, Maricopa County, Arizona","264","107","null","null","36","null","39","null","23","22","null","null","0","null","13","null","6","null","9","null","23","28","null","null","0","null","13","null","0","13","null","null","23","37","null","null","61","67","null","null","8","null","14","null","0","13","null","null","24","35","null","null","7","null","11","null","26","null","29","null","8","null","12","null","19","null","30","null",
"1400000US04013060903","Census Tract 609.03, Maricopa County, Arizona","555","137","null","null","62","null","70","null","9","14","null","null","7","null","12","null","18","null","29","null","5","10","null","null","78","null","55","null","48","48","null","null","4","7","null","null","21","21","null","null","6","null","10","null","99","57","null","null","98","57","null","null","38","null","37","null","36","null","33","null","6","null","10","null","20","null","25","null",
"1400000US04013060904","Census Tract 609.04, Maricopa County, Arizona","433","93","null","null","12","null","19","null","8","12","null","null","0","null","13","null","0","null","13","null","24","18","null","null","15","null","15","null","46","36","null","null","6","9","null","null","74","42","null","null","25","null","17","null","39","32","null","null","120","77","null","null","29","null","32","null","19","null","22","null","6","null","9","null","10","null","14","null",
"1400000US04013061010","Census Tract 610.10, Maricopa County, Arizona","1859","231","null","null","168","null","106","null","0","19","null","null","11","null","18","null","0","null","19","null","50","54","null","null","20","null","21","null","32","30","null","null","72","93","null","null","101","71","null","null","204","null","139","null","100","73","null","null","256","125","null","null","287","null","150","null","140","null","61","null","189","null","97","null","229","null","108","null",
"1400000US04013061011","Census Tract 610.11, Maricopa County, Arizona","1003","102","null","null","16","null","24","null","0","19","null","null","18","null","27","null","18","null","21","null","20","23","null","null","16","null","21","null","47","52","null","null","0","19","null","null","22","24","null","null","108","null","85","null","61","53","null","null","269","103","null","null","168","null","63","null","80","null","52","null","40","null","41","null","120","null","54","null",
"1400000US04013061013","Census Tract 610.13, Maricopa County, Arizona","1188","294","null","null","12","null","15","null","0","19","null","null","45","null","56","null","168","null","242","null","0","19","null","null","37","null","37","null","20","23","null","null","0","19","null","null","43","40","null","null","97","null","64","null","62","39","null","null","188","107","null","null","154","null","72","null","86","null","86","null","221","null","88","null","55","null","31","null",
"1400000US04013061014","Census Tract 610.14, Maricopa County, Arizona","1174","260","null","null","25","null","29","null","0","19","null","null","55","null","56","null","71","null","70","null","66","67","null","null","111","null","86","null","11","19","null","null","77","75","null","null","104","145","null","null","117","null","77","null","153","80","null","null","103","80","null","null","97","null","60","null","73","null","53","null","33","null","31","null","78","null","83","null",
"1400000US04013061015","Census Tract 610.15, Maricopa County, Arizona","961","170","null","null","22","null","24","null","0","19","null","null","23","null","26","null","60","null","96","null","0","19","null","null","0","null","19","null","43","47","null","null","16","22","null","null","27","41","null","null","33","null","37","null","132","91","null","null","131","88","null","null","154","null","87","null","83","null","82","null","183","null","98","null","54","null","46","null",
"1400000US04013061017","Census Tract 610.17, Maricopa County, Arizona","0","13","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013061018","Census Tract 610.18, Maricopa County, Arizona","2743","343","null","null","63","null","43","null","30","34","null","null","0","null","13","null","83","null","55","null","48","44","null","null","117","null","73","null","122","108","null","null","220","158","null","null","168","97","null","null","369","null","252","null","226","78","null","null","258","93","null","null","393","null","150","null","235","null","89","null","198","null","83","null","213","null","106","null",
"1400000US04013061020","Census Tract 610.20, Maricopa County, Arizona","681","92","null","null","0","null","13","null","7","11","null","null","0","null","13","null","15","null","17","null","17","29","null","null","0","null","13","null","0","13","null","null","11","14","null","null","13","17","null","null","44","null","35","null","55","42","null","null","130","52","null","null","82","null","47","null","113","null","61","null","157","null","66","null","37","null","33","null",
"1400000US04013061021","Census Tract 610.21, Maricopa County, Arizona","247","57","null","null","0","null","13","null","0","13","null","null","0","null","13","null","8","null","12","null","0","13","null","null","0","null","13","null","0","13","null","null","0","13","null","null","4","9","null","null","14","null","14","null","12","13","null","null","70","33","null","null","20","null","17","null","52","null","34","null","46","null","29","null","21","null","18","null",
"1400000US04013061024","Census Tract 610.24, Maricopa County, Arizona","314","58","null","null","9","null","13","null","0","13","null","null","9","null","13","null","2","null","5","null","21","20","null","null","5","null","9","null","17","20","null","null","4","6","null","null","24","27","null","null","21","null","21","null","36","22","null","null","69","39","null","null","46","null","28","null","47","null","32","null","4","null","8","null","0","null","13","null",
"1400000US04013061026","Census Tract 610.26, Maricopa County, Arizona","1236","163","null","null","132","null","121","null","18","18","null","null","22","null","24","null","23","null","26","null","19","25","null","null","38","null","32","null","22","21","null","null","63","44","null","null","91","55","null","null","98","null","52","null","152","59","null","null","180","84","null","null","156","null","81","null","124","null","78","null","35","null","33","null","63","null","65","null",
"1400000US04013061027","Census Tract 610.27, Maricopa County, Arizona","1631","412","null","null","16","null","25","null","17","27","null","null","49","null","47","null","19","null","31","null","15","24","null","null","32","null","26","null","0","19","null","null","63","79","null","null","34","39","null","null","37","null","42","null","513","268","null","null","479","387","null","null","81","null","59","null","192","null","104","null","84","null","63","null","0","null","19","null",
"1400000US04013061028","Census Tract 610.28, Maricopa County, Arizona","874","91","null","null","15","null","14","null","51","39","null","null","25","null","20","null","42","null","36","null","18","20","null","null","45","null","36","null","29","17","null","null","39","29","null","null","43","25","null","null","131","null","66","null","90","47","null","null","66","40","null","null","156","null","69","null","85","null","47","null","19","null","20","null","20","null","19","null",
"1400000US04013061029","Census Tract 610.29, Maricopa County, Arizona","1433","195","null","null","69","null","41","null","11","16","null","null","58","null","51","null","56","null","34","null","51","36","null","null","82","null","63","null","60","55","null","null","144","70","null","null","19","21","null","null","112","null","56","null","314","209","null","null","186","84","null","null","75","null","47","null","101","null","72","null","38","null","29","null","57","null","33","null",
"1400000US04013061031","Census Tract 610.31, Maricopa County, Arizona","1267","202","null","null","40","null","38","null","0","19","null","null","17","null","19","null","27","null","30","null","27","29","null","null","46","null","34","null","38","34","null","null","70","55","null","null","27","26","null","null","95","null","60","null","119","58","null","null","211","86","null","null","119","null","63","null","216","null","152","null","112","null","86","null","103","null","74","null",
"1400000US04013061032","Census Tract 610.32, Maricopa County, Arizona","1391","182","null","null","10","null","16","null","26","24","null","null","11","null","17","null","16","null","19","null","17","21","null","null","20","null","31","null","35","48","null","null","44","37","null","null","46","34","null","null","126","null","63","null","247","97","null","null","287","94","null","null","322","null","140","null","68","null","35","null","76","null","49","null","40","null","37","null",
"1400000US04013061033","Census Tract 610.33, Maricopa County, Arizona","1424","208","null","null","24","null","26","null","40","46","null","null","13","null","20","null","23","null","22","null","39","47","null","null","55","null","52","null","60","63","null","null","39","31","null","null","54","44","null","null","127","null","92","null","149","65","null","null","493","198","null","null","195","null","77","null","41","null","30","null","51","null","53","null","21","null","24","null",
"1400000US04013061034","Census Tract 610.34, Maricopa County, Arizona","1570","368","null","null","103","null","117","null","0","19","null","null","0","null","19","null","36","null","59","null","87","119","null","null","10","null","18","null","15","24","null","null","71","115","null","null","68","83","null","null","230","null","178","null","267","246","null","null","168","91","null","null","99","null","74","null","108","null","82","null","183","null","109","null","125","null","85","null",
"1400000US04013061035","Census Tract 610.35, Maricopa County, Arizona","1427","286","null","null","20","null","32","null","34","39","null","null","19","null","31","null","0","null","19","null","20","33","null","null","82","null","62","null","52","50","null","null","84","70","null","null","80","102","null","null","111","null","75","null","325","168","null","null","344","162","null","null","95","null","70","null","91","null","64","null","70","null","76","null","0","null","19","null",
"1400000US04013061036","Census Tract 610.36, Maricopa County, Arizona","877","122","null","null","0","null","13","null","0","13","null","null","55","null","56","null","9","null","14","null","11","17","null","null","20","null","22","null","10","15","null","null","6","9","null","null","10","16","null","null","53","null","45","null","61","38","null","null","119","63","null","null","137","null","71","null","87","null","48","null","140","null","82","null","159","null","93","null",
"1400000US04013061037","Census Tract 610.37, Maricopa County, Arizona","1129","121","null","null","35","null","34","null","7","11","null","null","0","null","19","null","51","null","46","null","24","37","null","null","8","null","13","null","0","19","null","null","43","33","null","null","8","14","null","null","85","null","73","null","90","53","null","null","207","81","null","null","282","null","92","null","128","null","54","null","109","null","52","null","52","null","38","null",
"1400000US04013061038","Census Tract 610.38, Maricopa County, Arizona","877","99","null","null","10","null","19","null","39","46","null","null","55","null","59","null","0","null","13","null","32","26","null","null","9","null","16","null","33","37","null","null","0","13","null","null","51","52","null","null","41","null","32","null","140","68","null","null","244","75","null","null","88","null","48","null","85","null","48","null","41","null","34","null","9","null","15","null",
"1400000US04013061039","Census Tract 610.39, Maricopa County, Arizona","983","201","null","null","10","null","16","null","0","13","null","null","8","null","11","null","4","null","9","null","0","13","null","null","13","null","21","null","12","19","null","null","15","19","null","null","4","9","null","null","91","null","62","null","53","37","null","null","150","82","null","null","265","null","175","null","88","null","48","null","128","null","67","null","142","null","75","null",
"1400000US04013061040","Census Tract 610.40, Maricopa County, Arizona","860","189","null","null","0","null","13","null","11","16","null","null","0","null","13","null","43","null","53","null","42","55","null","null","10","null","17","null","9","14","null","null","68","65","null","null","48","49","null","null","147","null","79","null","82","51","null","null","219","99","null","null","35","null","35","null","113","null","157","null","24","null","30","null","9","null","15","null",
"1400000US04013061041","Census Tract 610.41, Maricopa County, Arizona","670","226","null","null","9","null","15","null","0","19","null","null","0","null","19","null","36","null","25","null","11","19","null","null","13","null","21","null","24","25","null","null","28","26","null","null","20","25","null","null","56","null","45","null","102","49","null","null","276","222","null","null","42","null","41","null","30","null","29","null","23","null","35","null","0","null","19","null",
"1400000US04013061042","Census Tract 610.42, Maricopa County, Arizona","732","121","null","null","23","null","18","null","33","33","null","null","10","null","12","null","12","null","13","null","19","20","null","null","16","null","15","null","21","18","null","null","47","35","null","null","50","35","null","null","151","null","64","null","120","57","null","null","144","65","null","null","53","null","34","null","11","null","11","null","6","null","9","null","16","null","25","null",
"1400000US04013061043","Census Tract 610.43, Maricopa County, Arizona","376","88","null","null","0","null","13","null","0","13","null","null","17","null","24","null","6","null","9","null","0","13","null","null","0","null","13","null","8","11","null","null","23","27","null","null","38","40","null","null","32","null","21","null","62","39","null","null","63","39","null","null","55","null","38","null","15","null","16","null","27","null","30","null","30","null","24","null",
"1400000US04013061044","Census Tract 610.44, Maricopa County, Arizona","1894","394","null","null","16","null","27","null","37","44","null","null","15","null","25","null","73","null","66","null","53","80","null","null","30","null","33","null","0","19","null","null","59","75","null","null","80","65","null","null","35","null","39","null","132","81","null","null","521","203","null","null","440","null","304","null","148","null","97","null","176","null","95","null","79","null","93","null",
"1400000US04013061045","Census Tract 610.45, Maricopa County, Arizona","1882","224","null","null","0","null","19","null","10","15","null","null","10","null","16","null","51","null","55","null","92","68","null","null","22","null","25","null","31","47","null","null","25","30","null","null","51","37","null","null","48","null","41","null","155","77","null","null","212","107","null","null","314","null","107","null","218","null","78","null","273","null","98","null","370","null","175","null",
"1400000US04013061046","Census Tract 610.46, Maricopa County, Arizona","1072","211","null","null","0","null","19","null","86","72","null","null","53","null","41","null","24","null","29","null","97","89","null","null","12","null","19","null","41","61","null","null","33","31","null","null","0","19","null","null","114","null","66","null","62","52","null","null","292","167","null","null","109","null","59","null","33","null","30","null","78","null","64","null","38","null","35","null",
"1400000US04013061047","Census Tract 610.47, Maricopa County, Arizona","657","135","null","null","8","null","11","null","6","10","null","null","0","null","13","null","5","null","8","null","0","13","null","null","17","null","27","null","0","13","null","null","12","20","null","null","9","10","null","null","14","null","14","null","66","40","null","null","109","88","null","null","117","null","59","null","105","null","62","null","39","null","24","null","150","null","57","null",
"1400000US04013061048","Census Tract 610.48, Maricopa County, Arizona","691","211","null","null","0","null","13","null","22","30","null","null","23","null","38","null","0","null","13","null","16","27","null","null","0","null","13","null","16","28","null","null","20","33","null","null","35","41","null","null","122","null","144","null","88","80","null","null","64","62","null","null","123","null","99","null","26","null","44","null","22","null","34","null","114","null","77","null",
"1400000US04013061049","Census Tract 610.49, Maricopa County, Arizona","789","145","null","null","0","null","19","null","8","18","null","null","0","null","19","null","0","null","19","null","18","30","null","null","0","null","19","null","58","60","null","null","38","42","null","null","66","53","null","null","49","null","54","null","78","81","null","null","131","76","null","null","85","null","98","null","147","null","86","null","111","null","83","null","0","null","19","null",
"1400000US04013061050","Census Tract 610.50, Maricopa County, Arizona","839","185","null","null","27","null","33","null","0","19","null","null","48","null","76","null","32","null","52","null","35","38","null","null","15","null","25","null","0","19","null","null","50","73","null","null","21","24","null","null","54","null","43","null","35","40","null","null","202","114","null","null","98","null","98","null","101","null","67","null","34","null","40","null","87","null","55","null",
"1400000US04013061051","Census Tract 610.51, Maricopa County, Arizona","568","76","null","null","46","null","48","null","0","13","null","null","0","null","13","null","0","null","13","null","38","47","null","null","0","null","13","null","54","44","null","null","34","34","null","null","13","30","null","null","41","null","41","null","46","45","null","null","56","45","null","null","53","null","52","null","94","null","74","null","55","null","51","null","38","null","36","null",
"1400000US04013061052","Census Tract 610.52, Maricopa County, Arizona","1174","217","null","null","51","null","48","null","0","19","null","null","26","null","34","null","46","null","54","null","40","45","null","null","15","null","26","null","55","68","null","null","92","66","null","null","44","52","null","null","63","null","54","null","143","119","null","null","282","156","null","null","119","null","99","null","44","null","38","null","106","null","85","null","48","null","65","null",
"1400000US04013061053","Census Tract 610.53, Maricopa County, Arizona","718","147","null","null","0","null","19","null","18","26","null","null","0","null","19","null","0","null","19","null","0","19","null","null","46","null","60","null","16","27","null","null","2","22","null","null","0","19","null","null","33","null","37","null","73","61","null","null","126","88","null","null","173","null","96","null","96","null","80","null","90","null","67","null","45","null","50","null",
"1400000US04013061054","Census Tract 610.54, Maricopa County, Arizona","1887","240","null","null","127","null","64","null","11","18","null","null","76","null","77","null","0","null","19","null","15","24","null","null","24","null","25","null","29","31","null","null","21","26","null","null","24","31","null","null","175","null","109","null","257","142","null","null","233","102","null","null","261","null","112","null","114","null","93","null","177","null","84","null","343","null","151","null",
"1400000US04013061055","Census Tract 610.55, Maricopa County, Arizona","1163","168","null","null","61","null","50","null","24","23","null","null","7","null","11","null","15","null","19","null","39","43","null","null","10","null","16","null","11","17","null","null","12","21","null","null","30","26","null","null","9","null","14","null","75","51","null","null","128","60","null","null","267","null","94","null","140","null","67","null","130","null","63","null","205","null","126","null",
"1400000US04013061056","Census Tract 610.56, Maricopa County, Arizona","498","178","null","null","0","null","13","null","0","13","null","null","0","null","13","null","0","null","13","null","7","12","null","null","8","null","13","null","0","13","null","null","0","13","null","null","0","13","null","null","70","null","104","null","0","13","null","null","40","34","null","null","85","null","115","null","135","null","138","null","79","null","44","null","74","null","39","null",
"1400000US04013061057","Census Tract 610.57, Maricopa County, Arizona","589","110","null","null","0","null","13","null","0","13","null","null","74","null","70","null","52","null","85","null","30","25","null","null","12","null","18","null","0","13","null","null","54","59","null","null","10","14","null","null","80","null","52","null","30","33","null","null","79","52","null","null","66","null","42","null","5","null","7","null","60","null","52","null","37","null","56","null",
"1400000US04013061058","Census Tract 610.58, Maricopa County, Arizona","425","139","null","null","0","null","13","null","0","13","null","null","0","null","13","null","13","null","22","null","12","18","null","null","0","null","13","null","6","9","null","null","12","19","null","null","12","19","null","null","42","null","40","null","131","111","null","null","48","29","null","null","69","null","55","null","56","null","35","null","23","null","24","null","1","null","4","null",
"1400000US04013061059","Census Tract 610.59, Maricopa County, Arizona","1091","213","null","null","31","null","38","null","0","19","null","null","0","null","19","null","16","null","26","null","18","30","null","null","54","null","52","null","0","19","null","null","26","34","null","null","29","35","null","null","67","null","52","null","105","82","null","null","221","124","null","null","140","null","116","null","87","null","70","null","275","null","178","null","22","null","34","null",
"1400000US04013061060","Census Tract 610.60, Maricopa County, Arizona","669","119","null","null","20","null","35","null","0","13","null","null","0","null","13","null","0","null","13","null","0","13","null","null","0","null","13","null","0","13","null","null","43","55","null","null","55","80","null","null","105","null","82","null","143","70","null","null","101","82","null","null","47","null","47","null","13","null","26","null","63","null","61","null","79","null","81","null",
"1400000US04013061061","Census Tract 610.61, Maricopa County, Arizona","796","196","null","null","16","null","26","null","0","19","null","null","0","null","19","null","12","null","19","null","37","41","null","null","0","null","19","null","18","31","null","null","0","19","null","null","73","68","null","null","129","null","85","null","97","67","null","null","65","49","null","null","172","null","157","null","96","null","101","null","36","null","44","null","45","null","70","null",
"1400000US04013061062","Census Tract 610.62, Maricopa County, Arizona","1656","220","null","null","39","null","62","null","0","19","null","null","0","null","19","null","0","null","19","null","17","29","null","null","12","null","19","null","93","68","null","null","148","133","null","null","53","49","null","null","119","null","67","null","170","90","null","null","302","117","null","null","337","null","173","null","155","null","111","null","132","null","96","null","79","null","61","null",
"1400000US04013061063","Census Tract 610.63, Maricopa County, Arizona","248","101","null","null","0","null","13","null","15","27","null","null","0","null","13","null","38","null","52","null","28","41","null","null","75","null","100","null","0","13","null","null","0","13","null","null","0","13","null","null","49","null","46","null","0","13","null","null","43","71","null","null","0","null","13","null","0","null","13","null","0","null","13","null","0","null","13","null",
"1400000US04013061064","Census Tract 610.64, Maricopa County, Arizona","508","128","null","null","8","null","20","null","0","13","null","null","0","null","13","null","31","null","51","null","0","13","null","null","0","null","13","null","13","17","null","null","0","13","null","null","0","13","null","null","20","null","24","null","78","57","null","null","81","60","null","null","74","null","59","null","45","null","45","null","72","null","61","null","86","null","68","null",
"1400000US04013061100","Census Tract 611, Maricopa County, Arizona","377","99","null","null","0","null","13","null","0","13","null","null","13","null","18","null","11","null","12","null","6","10","null","null","14","null","22","null","0","13","null","null","32","31","null","null","45","29","null","null","110","null","91","null","19","17","null","null","88","38","null","null","34","null","19","null","0","null","13","null","0","null","13","null","5","null","8","null",
"1400000US04013061200","Census Tract 612, Maricopa County, Arizona","404","129","null","null","82","null","56","null","8","12","null","null","19","null","21","null","92","null","66","null","0","19","null","null","11","null","18","null","0","19","null","null","46","44","null","null","33","40","null","null","20","null","24","null","0","19","null","null","71","59","null","null","17","null","19","null","0","null","19","null","5","null","12","null","0","null","19","null",
"1400000US04013061300","Census Tract 613, Maricopa County, Arizona","284","53","null","null","15","null","12","null","7","11","null","null","14","null","22","null","10","null","12","null","21","18","null","null","6","null","9","null","25","17","null","null","43","30","null","null","0","13","null","null","32","null","21","null","39","31","null","null","39","30","null","null","4","null","9","null","8","null","9","null","13","null","14","null","8","null","11","null",
"1400000US04013061401","Census Tract 614.01, Maricopa County, Arizona","84","40","null","null","0","null","13","null","10","17","null","null","4","null","7","null","4","null","6","null","0","13","null","null","6","null","8","null","18","21","null","null","0","13","null","null","5","7","null","null","20","null","24","null","12","14","null","null","0","13","null","null","0","null","13","null","0","null","13","null","5","null","8","null","0","null","13","null",
"1400000US04013061402","Census Tract 614.02, Maricopa County, Arizona","262","84","null","null","0","null","19","null","30","27","null","null","28","null","32","null","12","null","19","null","0","19","null","null","0","null","19","null","0","19","null","null","5","7","null","null","18","20","null","null","29","null","30","null","18","28","null","null","65","52","null","null","43","null","37","null","14","null","17","null","0","null","19","null","0","null","19","null",
"1400000US04013071503","Census Tract 715.03, Maricopa County, Arizona","2730","321","null","null","183","null","101","null","127","77","null","null","198","null","92","null","162","null","95","null","181","94","null","null","218","null","128","null","206","87","null","null","155","84","null","null","179","92","null","null","241","null","120","null","178","104","null","null","320","216","null","null","255","null","117","null","30","null","36","null","31","null","36","null","66","null","59","null",
"1400000US04013071504","Census Tract 715.04, Maricopa County, Arizona","2127","251","null","null","61","null","49","null","110","72","null","null","92","null","64","null","143","null","78","null","68","56","null","null","103","null","63","null","200","94","null","null","76","59","null","null","159","110","null","null","265","null","109","null","204","78","null","null","400","141","null","null","132","null","80","null","20","null","33","null","45","null","43","null","49","null","40","null",
"1400000US04013071505","Census Tract 715.05, Maricopa County, Arizona","3477","396","null","null","266","null","122","null","101","61","null","null","136","null","85","null","262","null","139","null","316","164","null","null","287","null","117","null","168","82","null","null","117","65","null","null","114","102","null","null","576","null","292","null","387","128","null","null","372","156","null","null","164","null","89","null","55","null","68","null","125","null","99","null","31","null","35","null",
"1400000US04013071506","Census Tract 715.06, Maricopa County, Arizona","2129","253","null","null","146","null","110","null","77","51","null","null","101","null","82","null","185","null","130","null","156","68","null","null","83","null","45","null","126","66","null","null","99","56","null","null","147","125","null","null","189","null","85","null","198","100","null","null","323","132","null","null","113","null","77","null","100","null","65","null","42","null","39","null","44","null","41","null",
"1400000US04013071509","Census Tract 715.09, Maricopa County, Arizona","1377","185","null","null","15","null","26","null","34","41","null","null","75","null","68","null","66","null","89","null","133","84","null","null","72","null","70","null","0","13","null","null","43","47","null","null","47","47","null","null","95","null","82","null","30","46","null","null","96","65","null","null","137","null","83","null","233","null","107","null","159","null","79","null","142","null","82","null",
"1400000US04013071510","Census Tract 715.10, Maricopa County, Arizona","1020","166","null","null","0","null","13","null","0","13","null","null","8","null","12","null","0","null","13","null","0","13","null","null","9","null","14","null","8","12","null","null","0","13","null","null","0","13","null","null","29","null","35","null","68","44","null","null","231","120","null","null","139","null","76","null","84","null","41","null","174","null","74","null","270","null","94","null",
"1400000US04013071511","Census Tract 715.11, Maricopa County, Arizona","1024","198","null","null","101","null","63","null","37","34","null","null","51","null","37","null","66","null","48","null","68","79","null","null","14","null","21","null","15","23","null","null","85","89","null","null","52","44","null","null","100","null","57","null","91","52","null","null","95","57","null","null","59","null","36","null","129","null","136","null","14","null","21","null","47","null","42","null",
"1400000US04013071512","Census Tract 715.12, Maricopa County, Arizona","1809","469","null","null","0","null","19","null","25","26","null","null","45","null","47","null","74","null","69","null","26","32","null","null","58","null","41","null","56","45","null","null","32","30","null","null","45","42","null","null","233","null","106","null","104","93","null","null","490","461","null","null","195","null","107","null","251","null","113","null","104","null","99","null","71","null","60","null",
"1400000US04013071513","Census Tract 715.13, Maricopa County, Arizona","373","55","null","null","11","null","18","null","5","7","null","null","0","null","13","null","0","null","13","null","3","5","null","null","7","null","11","null","25","22","null","null","18","16","null","null","0","13","null","null","40","null","31","null","43","26","null","null","31","27","null","null","68","null","30","null","21","null","23","null","46","null","28","null","55","null","30","null",
"1400000US04013071514","Census Tract 715.14, Maricopa County, Arizona","1550","420","null","null","52","null","55","null","39","43","null","null","12","null","20","null","5","null","9","null","8","12","null","null","18","null","19","null","0","13","null","null","64","76","null","null","46","42","null","null","192","null","187","null","159","62","null","null","429","361","null","null","238","null","112","null","164","null","103","null","84","null","51","null","40","null","32","null",
"1400000US04013071515","Census Tract 715.15, Maricopa County, Arizona","1445","288","null","null","41","null","28","null","151","159","null","null","17","null","18","null","57","null","37","null","54","50","null","null","99","null","49","null","8","12","null","null","48","42","null","null","134","65","null","null","61","null","39","null","134","110","null","null","235","111","null","null","209","null","163","null","89","null","60","null","79","null","36","null","29","null","30","null",
"1400000US04013071516","Census Tract 715.16, Maricopa County, Arizona","1500","159","null","null","185","null","103","null","69","44","null","null","137","null","77","null","97","null","48","null","93","46","null","null","132","null","62","null","57","33","null","null","199","89","null","null","20","22","null","null","108","null","55","null","151","71","null","null","65","42","null","null","91","null","46","null","20","null","22","null","56","null","35","null","20","null","23","null",
"1400000US04013071517","Census Tract 715.17, Maricopa County, Arizona","825","113","null","null","79","null","66","null","0","13","null","null","0","null","13","null","9","null","15","null","31","28","null","null","43","null","41","null","18","20","null","null","43","32","null","null","17","14","null","null","62","null","37","null","108","66","null","null","129","55","null","null","104","null","70","null","78","null","48","null","77","null","49","null","27","null","27","null",
"1400000US04013071600","Census Tract 716, Maricopa County, Arizona","975","197","null","null","138","null","127","null","71","50","null","null","143","null","72","null","71","null","44","null","152","90","null","null","31","null","33","null","76","52","null","null","78","68","null","null","11","16","null","null","80","null","60","null","52","49","null","null","22","23","null","null","10","null","16","null","0","null","13","null","9","null","15","null","31","null","28","null",
"1400000US04013071701","Census Tract 717.01, Maricopa County, Arizona","630","127","null","null","41","null","36","null","3","6","null","null","11","null","11","null","46","null","35","null","18","18","null","null","5","null","8","null","8","11","null","null","37","35","null","null","87","114","null","null","23","null","25","null","52","33","null","null","107","44","null","null","110","null","56","null","49","null","42","null","31","null","22","null","2","null","4","null",
"1400000US04013071702","Census Tract 717.02, Maricopa County, Arizona","1659","192","null","null","92","null","57","null","81","56","null","null","122","null","79","null","111","null","60","null","187","137","null","null","167","null","77","null","143","63","null","null","44","44","null","null","94","61","null","null","214","null","95","null","165","88","null","null","102","60","null","null","95","null","71","null","19","null","32","null","13","null","21","null","10","null","17","null",
"1400000US04013071801","Census Tract 718.01, Maricopa County, Arizona","2952","443","null","null","343","null","236","null","207","119","null","null","369","null","310","null","235","null","123","null","169","92","null","null","182","null","90","null","254","93","null","null","227","116","null","null","100","45","null","null","203","null","93","null","294","135","null","null","142","90","null","null","111","null","74","null","90","null","86","null","17","null","27","null","9","null","15","null",
"1400000US04013071802","Census Tract 718.02, Maricopa County, Arizona","1962","280","null","null","142","null","91","null","127","104","null","null","184","null","77","null","212","null","239","null","244","123","null","null","153","null","87","null","94","55","null","null","180","100","null","null","16","26","null","null","157","null","106","null","205","91","null","null","116","83","null","null","15","null","24","null","64","null","77","null","24","null","28","null","29","null","26","null",
"1400000US04013071903","Census Tract 719.03, Maricopa County, Arizona","1524","223","null","null","79","null","73","null","13","22","null","null","61","null","62","null","39","null","39","null","78","66","null","null","72","null","69","null","125","93","null","null","68","69","null","null","47","47","null","null","74","null","49","null","296","202","null","null","149","87","null","null","240","null","132","null","139","null","121","null","12","null","20","null","32","null","40","null",
"1400000US04013071906","Census Tract 719.06, Maricopa County, Arizona","1101","478","null","null","11","null","17","null","40","29","null","null","10","null","14","null","8","null","12","null","17","21","null","null","52","null","32","null","57","47","null","null","351","467","null","null","25","24","null","null","83","null","57","null","78","45","null","null","166","68","null","null","109","null","53","null","46","null","37","null","48","null","31","null","0","null","19","null",
"1400000US04013071909","Census Tract 719.09, Maricopa County, Arizona","969","139","null","null","38","null","28","null","13","15","null","null","158","null","108","null","23","null","22","null","29","20","null","null","54","null","48","null","51","34","null","null","103","72","null","null","54","38","null","null","78","null","37","null","101","50","null","null","143","68","null","null","66","null","39","null","23","null","27","null","35","null","25","null","0","null","13","null",
"1400000US04013071910","Census Tract 719.10, Maricopa County, Arizona","1327","214","null","null","106","null","90","null","16","29","null","null","119","null","114","null","55","null","54","null","63","84","null","null","14","null","22","null","91","91","null","null","99","111","null","null","137","133","null","null","187","null","101","null","142","89","null","null","152","116","null","null","62","null","54","null","70","null","65","null","14","null","25","null","0","null","19","null",
"1400000US04013071911","Census Tract 719.11, Maricopa County, Arizona","727","213","null","null","12","null","16","null","0","13","null","null","0","null","13","null","0","null","13","null","16","21","null","null","101","null","138","null","16","19","null","null","26","26","null","null","19","22","null","null","27","null","29","null","54","45","null","null","177","137","null","null","107","null","69","null","99","null","56","null","60","null","52","null","13","null","13","null",
