"GEO_ID","NAME","B19013I_001M","B19013I_001MA","B19013I_001E","B19013I_001EA",
"Geography","Geographic Area Name","Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2010 inflation-adjusted dollars)",
"1400000US04001942600","Census Tract 9426, Apache County, Arizona","**","**","-","-",
"1400000US04013217800","Census Tract 2178, Maricopa County, Arizona","25720","null","52700","null",
"1400000US04013217900","Census Tract 2179, Maricopa County, Arizona","31761","null","66250","null",
"1400000US04013218000","Census Tract 2180, Maricopa County, Arizona","16820","null","48836","null",
"1400000US04013218100","Census Tract 2181, Maricopa County, Arizona","37669","null","30139","null",
"1400000US04013218200","Census Tract 2182, Maricopa County, Arizona","13638","null","47656","null",
"1400000US04013218300","Census Tract 2183, Maricopa County, Arizona","14871","null","10641","null",
"1400000US04013318400","Census Tract 3184, Maricopa County, Arizona","11347","null","33400","null",
"1400000US04013318501","Census Tract 3185.01, Maricopa County, Arizona","44505","null","37244","null",
"1400000US04013318700","Census Tract 3187, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013318800","Census Tract 3188, Maricopa County, Arizona","10206","null","35034","null",
"1400000US04013318900","Census Tract 3189, Maricopa County, Arizona","11937","null","39392","null",
"1400000US04013319000","Census Tract 3190, Maricopa County, Arizona","88876","null","18571","null",
"1400000US04013319101","Census Tract 3191.01, Maricopa County, Arizona","17347","null","27165","null",
"1400000US04013319103","Census Tract 3191.03, Maricopa County, Arizona","1472","null","26446","null",
"1400000US04013319104","Census Tract 3191.04, Maricopa County, Arizona","12243","null","22348","null",
"1400000US04013319201","Census Tract 3192.01, Maricopa County, Arizona","22178","null","48523","null",
"1400000US04013319202","Census Tract 3192.02, Maricopa County, Arizona","11869","null","41250","null",
"1400000US04013319300","Census Tract 3193, Maricopa County, Arizona","14387","null","28125","null",
"1400000US04013319401","Census Tract 3194.01, Maricopa County, Arizona","20801","null","71680","null",
"1400000US04013319402","Census Tract 3194.02, Maricopa County, Arizona","27777","null","75491","null",
"1400000US04013319403","Census Tract 3194.03, Maricopa County, Arizona","10171","null","39893","null",
"1400000US04013319404","Census Tract 3194.04, Maricopa County, Arizona","15846","null","54226","null",
"1400000US04013319500","Census Tract 3195, Maricopa County, Arizona","5764","null","51657","null",
"1400000US04013319600","Census Tract 3196, Maricopa County, Arizona","16172","null","21628","null",
"1400000US04013319703","Census Tract 3197.03, Maricopa County, Arizona","10986","null","38083","null",
"1400000US04013319704","Census Tract 3197.04, Maricopa County, Arizona","23809","null","70104","null",
"1400000US04013319705","Census Tract 3197.05, Maricopa County, Arizona","17498","null","42122","null",
"1400000US04013319706","Census Tract 3197.06, Maricopa County, Arizona","5580","null","34503","null",
"1400000US04013319800","Census Tract 3198, Maricopa County, Arizona","9874","null","40246","null",
"1400000US04013319902","Census Tract 3199.02, Maricopa County, Arizona","99484","null","112589","null",
"1400000US04013319903","Census Tract 3199.03, Maricopa County, Arizona","38364","null","51106","null",
"1400000US04013319904","Census Tract 3199.04, Maricopa County, Arizona","25177","null","39865","null",
"1400000US04013319905","Census Tract 3199.05, Maricopa County, Arizona","5154","null","48681","null",
"1400000US04013319906","Census Tract 3199.06, Maricopa County, Arizona","39525","null","86094","null",
"1400000US04013319907","Census Tract 3199.07, Maricopa County, Arizona","175503","null","104776","null",
"1400000US04013319908","Census Tract 3199.08, Maricopa County, Arizona","27426","null","97083","null",
"1400000US04013319909","Census Tract 3199.09, Maricopa County, Arizona","100549","null","99821","null",
"1400000US04013319910","Census Tract 3199.10, Maricopa County, Arizona","41700","null","104038","null",
"1400000US04013320001","Census Tract 3200.01, Maricopa County, Arizona","15559","null","37849","null",
"1400000US04013320002","Census Tract 3200.02, Maricopa County, Arizona","4665","null","41311","null",
"1400000US04013320007","Census Tract 3200.07, Maricopa County, Arizona","6738","null","39375","null",
"1400000US04013320100","Census Tract 3201, Maricopa County, Arizona","50417","null","52500","null",
"1400000US04013420104","Census Tract 4201.04, Maricopa County, Arizona","44298","null","70069","null",
"1400000US04013420105","Census Tract 4201.05, Maricopa County, Arizona","31214","null","82969","null",
"1400000US04013420107","Census Tract 4201.07, Maricopa County, Arizona","17399","null","91688","null",
"1400000US04013420108","Census Tract 4201.08, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420109","Census Tract 4201.09, Maricopa County, Arizona","60189","null","58077","null",
"1400000US04013420110","Census Tract 4201.10, Maricopa County, Arizona","28409","null","98397","null",
"1400000US04013420111","Census Tract 4201.11, Maricopa County, Arizona","26543","null","47390","null",
"1400000US04013420112","Census Tract 4201.12, Maricopa County, Arizona","79699","null","67650","null",
"1400000US04013420113","Census Tract 4201.13, Maricopa County, Arizona","19230","null","21761","null",
"1400000US04013420114","Census Tract 4201.14, Maricopa County, Arizona","28077","null","53100","null",
"1400000US04013420115","Census Tract 4201.15, Maricopa County, Arizona","60999","null","60962","null",
"1400000US04013420116","Census Tract 4201.16, Maricopa County, Arizona","14895","null","36250","null",
"1400000US04013420202","Census Tract 4202.02, Maricopa County, Arizona","16670","null","64750","null",
"1400000US04013420206","Census Tract 4202.06, Maricopa County, Arizona","56761","null","21339","null",
"1400000US04013420207","Census Tract 4202.07, Maricopa County, Arizona","31327","null","19327","null",
"1400000US04013420208","Census Tract 4202.08, Maricopa County, Arizona","14100","null","25924","null",
"1400000US04013420209","Census Tract 4202.09, Maricopa County, Arizona","49900","null","43295","null",
"1400000US04013420210","Census Tract 4202.10, Maricopa County, Arizona","92338","null","47375","null",
"1400000US04013420211","Census Tract 4202.11, Maricopa County, Arizona","12976","null","130875","null",
"1400000US04013420212","Census Tract 4202.12, Maricopa County, Arizona","5227","null","38859","null",
"1400000US04013420213","Census Tract 4202.13, Maricopa County, Arizona","22516","null","8833","null",
"1400000US04013420214","Census Tract 4202.14, Maricopa County, Arizona","14264","null","41484","null",
"1400000US04013420215","Census Tract 4202.15, Maricopa County, Arizona","18017","null","26694","null",
"1400000US04013420216","Census Tract 4202.16, Maricopa County, Arizona","8940","null","39353","null",
"1400000US04013420301","Census Tract 4203.01, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420302","Census Tract 4203.02, Maricopa County, Arizona","98160","null","97321","null",
"1400000US04013420303","Census Tract 4203.03, Maricopa County, Arizona","21722","null","48021","null",
"1400000US04013420304","Census Tract 4203.04, Maricopa County, Arizona","**","**","-","-",
"1400000US04013420401","Census Tract 4204.01, Maricopa County, Arizona","10733","null","39598","null",
"1400000US04013420402","Census Tract 4204.02, Maricopa County, Arizona","176982","null","33646","null",
"1400000US04013420501","Census Tract 4205.01, Maricopa County, Arizona","6397","null","33720","null",
"1400000US04013420503","Census Tract 4205.03, Maricopa County, Arizona","9662","null","32353","null",
"1400000US04013420504","Census Tract 4205.04, Maricopa County, Arizona","2225","null","40915","null",
"1400000US04013420602","Census Tract 4206.02, Maricopa County, Arizona","22866","null","51146","null",
"1400000US04013420603","Census Tract 4206.03, Maricopa County, Arizona","64968","null","76250","null",
"1400000US04013420604","Census Tract 4206.04, Maricopa County, Arizona","14866","null","41705","null",
"1400000US04013420704","Census Tract 4207.04, Maricopa County, Arizona","121179","null","57366","null",
"1400000US04013420705","Census Tract 4207.05, Maricopa County, Arizona","228387","null","70417","null",
"1400000US04013420706","Census Tract 4207.06, Maricopa County, Arizona","7324","null","38272","null",
"1400000US04013420707","Census Tract 4207.07, Maricopa County, Arizona","7003","null","51523","null",
"1400000US04013420708","Census Tract 4207.08, Maricopa County, Arizona","28729","null","38151","null",
"1400000US04013420709","Census Tract 4207.09, Maricopa County, Arizona","33300","null","33594","null",
"1400000US04013420710","Census Tract 4207.10, Maricopa County, Arizona","43786","null","54028","null",
"1400000US04013420800","Census Tract 4208, Maricopa County, Arizona","10687","null","29543","null",
"1400000US04013420901","Census Tract 4209.01, Maricopa County, Arizona","8655","null","22961","null",
"1400000US04013420902","Census Tract 4209.02, Maricopa County, Arizona","21829","null","49018","null",
"1400000US04013421001","Census Tract 4210.01, Maricopa County, Arizona","7169","null","28847","null",
"1400000US04013421002","Census Tract 4210.02, Maricopa County, Arizona","17851","null","53148","null",
"1400000US04013421101","Census Tract 4211.01, Maricopa County, Arizona","31496","null","45455","null",
"1400000US04013421102","Census Tract 4211.02, Maricopa County, Arizona","2747","null","26022","null",
"1400000US04013421201","Census Tract 4212.01, Maricopa County, Arizona","12224","null","34655","null",
"1400000US04013421202","Census Tract 4212.02, Maricopa County, Arizona","27745","null","58977","null",
"1400000US04013421302","Census Tract 4213.02, Maricopa County, Arizona","4579","null","30342","null",
"1400000US04013421303","Census Tract 4213.03, Maricopa County, Arizona","9484","null","41402","null",
"1400000US04013421304","Census Tract 4213.04, Maricopa County, Arizona","11008","null","31739","null",
"1400000US04013421400","Census Tract 4214, Maricopa County, Arizona","5199","null","27232","null",
"1400000US04013421501","Census Tract 4215.01, Maricopa County, Arizona","13189","null","31953","null",
"1400000US04013421502","Census Tract 4215.02, Maricopa County, Arizona","9035","null","37708","null",
"1400000US04013421601","Census Tract 4216.01, Maricopa County, Arizona","11254","null","53553","null",
"1400000US04013421602","Census Tract 4216.02, Maricopa County, Arizona","7384","null","29904","null",
"1400000US04013421701","Census Tract 4217.01, Maricopa County, Arizona","5288","null","29782","null",
"1400000US04013421702","Census Tract 4217.02, Maricopa County, Arizona","11899","null","59720","null",
"1400000US04013421801","Census Tract 4218.01, Maricopa County, Arizona","15395","null","43833","null",
"1400000US04013421802","Census Tract 4218.02, Maricopa County, Arizona","15289","null","39313","null",
"1400000US04013421901","Census Tract 4219.01, Maricopa County, Arizona","4318","null","34876","null",
"1400000US04013421902","Census Tract 4219.02, Maricopa County, Arizona","13946","null","36103","null",
"1400000US04013422001","Census Tract 4220.01, Maricopa County, Arizona","9424","null","42066","null",
"1400000US04013422002","Census Tract 4220.02, Maricopa County, Arizona","6848","null","35855","null",
"1400000US04013422102","Census Tract 4221.02, Maricopa County, Arizona","25452","null","43750","null",
"1400000US04013422103","Census Tract 4221.03, Maricopa County, Arizona","12066","null","26480","null",
"1400000US04013422104","Census Tract 4221.04, Maricopa County, Arizona","11679","null","37946","null",
"1400000US04013422105","Census Tract 4221.05, Maricopa County, Arizona","13869","null","33929","null",
"1400000US04013422106","Census Tract 4221.06, Maricopa County, Arizona","10902","null","33082","null",
"1400000US04013422107","Census Tract 4221.07, Maricopa County, Arizona","8157","null","24716","null",
"1400000US04013422203","Census Tract 4222.03, Maricopa County, Arizona","22255","null","44904","null",
"1400000US04013422204","Census Tract 4222.04, Maricopa County, Arizona","19140","null","38785","null",
"1400000US04013422205","Census Tract 4222.05, Maricopa County, Arizona","255374","null","142125","null",
"1400000US04013422209","Census Tract 4222.09, Maricopa County, Arizona","6765","null","58764","null",
"1400000US04013422210","Census Tract 4222.10, Maricopa County, Arizona","27580","null","40078","null",
"1400000US04013422211","Census Tract 4222.11, Maricopa County, Arizona","50911","null","68487","null",
"1400000US04013422212","Census Tract 4222.12, Maricopa County, Arizona","43124","null","82589","null",
"1400000US04013422213","Census Tract 4222.13, Maricopa County, Arizona","150384","null","89531","null",
"1400000US04013422215","Census Tract 4222.15, Maricopa County, Arizona","4060","null","59205","null",
"1400000US04013422216","Census Tract 4222.16, Maricopa County, Arizona","20160","null","70417","null",
"1400000US04013422217","Census Tract 4222.17, Maricopa County, Arizona","9567","null","48582","null",
"1400000US04013422218","Census Tract 4222.18, Maricopa County, Arizona","27614","null","63958","null",
"1400000US04013422219","Census Tract 4222.19, Maricopa County, Arizona","22041","null","32031","null",
"1400000US04013422220","Census Tract 4222.20, Maricopa County, Arizona","47268","null","66250","null",
"1400000US04013422221","Census Tract 4222.21, Maricopa County, Arizona","84098","null","17434","null",
"1400000US04013422222","Census Tract 4222.22, Maricopa County, Arizona","93746","null","84083","null",
"1400000US04013422301","Census Tract 4223.01, Maricopa County, Arizona","14028","null","35440","null",
"1400000US04013422302","Census Tract 4223.02, Maricopa County, Arizona","23297","null","54955","null",
"1400000US04013422304","Census Tract 4223.04, Maricopa County, Arizona","18658","null","28897","null",
"1400000US04013422305","Census Tract 4223.05, Maricopa County, Arizona","145118","null","166319","null",
"1400000US04013422307","Census Tract 4223.07, Maricopa County, Arizona","46668","null","56923","null",
"1400000US04013422308","Census Tract 4223.08, Maricopa County, Arizona","19710","null","62356","null",
"1400000US04013422309","Census Tract 4223.09, Maricopa County, Arizona","20759","null","70792","null",
"1400000US04013422401","Census Tract 4224.01, Maricopa County, Arizona","29525","null","39009","null",
"1400000US04013422402","Census Tract 4224.02, Maricopa County, Arizona","29877","null","34844","null",
"1400000US04013422403","Census Tract 4224.03, Maricopa County, Arizona","29444","null","68878","null",
"1400000US04013422404","Census Tract 4224.04, Maricopa County, Arizona","32411","null","55329","null",
"1400000US04013422501","Census Tract 4225.01, Maricopa County, Arizona","19374","null","59883","null",
"1400000US04013422502","Census Tract 4225.02, Maricopa County, Arizona","10695","null","43690","null",
"1400000US04013422503","Census Tract 4225.03, Maricopa County, Arizona","11959","null","56864","null",
"1400000US04013422504","Census Tract 4225.04, Maricopa County, Arizona","22979","null","51136","null",
"1400000US04013422506","Census Tract 4225.06, Maricopa County, Arizona","33133","null","59688","null",
"1400000US04013422507","Census Tract 4225.07, Maricopa County, Arizona","67845","null","77888","null",
"1400000US04013422508","Census Tract 4225.08, Maricopa County, Arizona","25111","null","79766","null",
"1400000US04013422509","Census Tract 4225.09, Maricopa County, Arizona","32777","null","73375","null",
"1400000US04013422510","Census Tract 4225.10, Maricopa County, Arizona","85428","null","167955","null",
"1400000US04013422511","Census Tract 4225.11, Maricopa County, Arizona","10948","null","49261","null",
"1400000US04013422512","Census Tract 4225.12, Maricopa County, Arizona","5712","null","53824","null",
"1400000US04013422513","Census Tract 4225.13, Maricopa County, Arizona","48211","null","81528","null",
"1400000US04013422514","Census Tract 4225.14, Maricopa County, Arizona","7616","null","52102","null",
"1400000US04013422606","Census Tract 4226.06, Maricopa County, Arizona","27502","null","66406","null",
"1400000US04013422607","Census Tract 4226.07, Maricopa County, Arizona","18407","null","37599","null",
"1400000US04013422609","Census Tract 4226.09, Maricopa County, Arizona","80905","null","70357","null",
"1400000US04013422610","Census Tract 4226.10, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422615","Census Tract 4226.15, Maricopa County, Arizona","20655","null","70313","null",
"1400000US04013422616","Census Tract 4226.16, Maricopa County, Arizona","27465","null","58523","null",
"1400000US04013422617","Census Tract 4226.17, Maricopa County, Arizona","80803","null","75625","null",
"1400000US04013422618","Census Tract 4226.18, Maricopa County, Arizona","13522","null","27083","null",
"1400000US04013422620","Census Tract 4226.20, Maricopa County, Arizona","107405","null","85694","null",
"1400000US04013422621","Census Tract 4226.21, Maricopa County, Arizona","47754","null","107973","null",
"1400000US04013422622","Census Tract 4226.22, Maricopa County, Arizona","23136","null","68194","null",
"1400000US04013422623","Census Tract 4226.23, Maricopa County, Arizona","14719","null","62357","null",
"1400000US04013422624","Census Tract 4226.24, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422625","Census Tract 4226.25, Maricopa County, Arizona","11839","null","56031","null",
"1400000US04013422626","Census Tract 4226.26, Maricopa County, Arizona","39658","null","33889","null",
"1400000US04013422627","Census Tract 4226.27, Maricopa County, Arizona","14214","null","42188","null",
"1400000US04013422628","Census Tract 4226.28, Maricopa County, Arizona","26824","null","32679","null",
"1400000US04013422629","Census Tract 4226.29, Maricopa County, Arizona","12007","null","52946","null",
"1400000US04013422630","Census Tract 4226.30, Maricopa County, Arizona","18665","null","36938","null",
"1400000US04013422631","Census Tract 4226.31, Maricopa County, Arizona","70446","null","51490","null",
"1400000US04013422632","Census Tract 4226.32, Maricopa County, Arizona","31685","null","50027","null",
"1400000US04013422633","Census Tract 4226.33, Maricopa County, Arizona","41175","null","65363","null",
"1400000US04013422634","Census Tract 4226.34, Maricopa County, Arizona","6894","null","31978","null",
"1400000US04013422635","Census Tract 4226.35, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422636","Census Tract 4226.36, Maricopa County, Arizona","73069","null","42250","null",
"1400000US04013422637","Census Tract 4226.37, Maricopa County, Arizona","23303","null","53155","null",
"1400000US04013422638","Census Tract 4226.38, Maricopa County, Arizona","23875","null","49476","null",
"1400000US04013422639","Census Tract 4226.39, Maricopa County, Arizona","**","**","-","-",
"1400000US04013422640","Census Tract 4226.40, Maricopa County, Arizona","21158","null","63816","null",
"1400000US04013422641","Census Tract 4226.41, Maricopa County, Arizona","36123","null","56611","null",
"1400000US04013422642","Census Tract 4226.42, Maricopa County, Arizona","5909","null","55791","null",
"1400000US04013422643","Census Tract 4226.43, Maricopa County, Arizona","56912","null","99167","null",
"1400000US04013422644","Census Tract 4226.44, Maricopa County, Arizona","5920","null","70690","null",
"1400000US04013422646","Census Tract 4226.46, Maricopa County, Arizona","37368","null","74620","null",
"1400000US04013522800","Census Tract 5228, Maricopa County, Arizona","72314","null","67961","null",
"1400000US04013522901","Census Tract 5229.01, Maricopa County, Arizona","5955","null","31400","null",
"1400000US04013522903","Census Tract 5229.03, Maricopa County, Arizona","11252","null","39960","null",
"1400000US04013522904","Census Tract 5229.04, Maricopa County, Arizona","14724","null","30955","null",
"1400000US04013523002","Census Tract 5230.02, Maricopa County, Arizona","9402","null","29484","null",
"1400000US04013523003","Census Tract 5230.03, Maricopa County, Arizona","23239","null","42331","null",
"1400000US04013523005","Census Tract 5230.05, Maricopa County, Arizona","11058","null","58259","null",
"1400000US04013523006","Census Tract 5230.06, Maricopa County, Arizona","17492","null","51797","null",
"1400000US04013523102","Census Tract 5231.02, Maricopa County, Arizona","13924","null","40347","null",
"1400000US04013523103","Census Tract 5231.03, Maricopa County, Arizona","47531","null","48462","null",
"1400000US04013523104","Census Tract 5231.04, Maricopa County, Arizona","14801","null","38077","null",
"1400000US04013610000","Census Tract 6100, Maricopa County, Arizona","152650","null","143185","null",
"1400000US04013610100","Census Tract 6101, Maricopa County, Arizona","**","**","-","-",
"1400000US04013610200","Census Tract 6102, Maricopa County, Arizona","55442","null","41969","null",
"1400000US04013610300","Census Tract 6103, Maricopa County, Arizona","39056","null","72396","null",
"1400000US04013610400","Census Tract 6104, Maricopa County, Arizona","45972","null","89659","null",
"1400000US04013610500","Census Tract 6105, Maricopa County, Arizona","62393","null","116813","null",
"1400000US04013610600","Census Tract 6106, Maricopa County, Arizona","**","**","-","-",
"1400000US04013610700","Census Tract 6107, Maricopa County, Arizona","79149","null","49135","null",
"1400000US04013610800","Census Tract 6108, Maricopa County, Arizona","60136","null","79444","null",
"1400000US04013610900","Census Tract 6109, Maricopa County, Arizona","130157","null","172955","null",
"1400000US04013611000","Census Tract 6110, Maricopa County, Arizona","129938","null","72019","null",
"1400000US04013611100","Census Tract 6111, Maricopa County, Arizona","**","**","-","-",
"1400000US04013611200","Census Tract 6112, Maricopa County, Arizona","25689","null","64358","null",
"1400000US04013611300","Census Tract 6113, Maricopa County, Arizona","115833","null","53068","null",
"1400000US04013611400","Census Tract 6114, Maricopa County, Arizona","47523","null","81950","null",
"1400000US04013611500","Census Tract 6115, Maricopa County, Arizona","74159","null","160357","null",
"1400000US04013611600","Census Tract 6116, Maricopa County, Arizona","18092","null","101974","null",
"1400000US04013611700","Census Tract 6117, Maricopa County, Arizona","66148","null","80893","null",
"1400000US04013611800","Census Tract 6118, Maricopa County, Arizona","50598","null","68714","null",
"1400000US04013611900","Census Tract 6119, Maricopa County, Arizona","47426","null","101111","null",
"1400000US04013612000","Census Tract 6120, Maricopa County, Arizona","**","**","-","-",
"1400000US04013612200","Census Tract 6122, Maricopa County, Arizona","**","**","-","-",
"1400000US04013612300","Census Tract 6123, Maricopa County, Arizona","29604","null","64655","null",
"1400000US04013612400","Census Tract 6124, Maricopa County, Arizona","132298","null","104712","null",
"1400000US04013612500","Census Tract 6125, Maricopa County, Arizona","93152","null","50568","null",
"1400000US04013612600","Census Tract 6126, Maricopa County, Arizona","11413","null","114028","null",
"1400000US04013612700","Census Tract 6127, Maricopa County, Arizona","**","**","-","-",
"1400000US04013612800","Census Tract 6128, Maricopa County, Arizona","177264","null","215729","null",
"1400000US04013612900","Census Tract 6129, Maricopa County, Arizona","2438","null","59423","null",
"1400000US04013613000","Census Tract 6130, Maricopa County, Arizona","39281","null","77135","null",
"1400000US04013613100","Census Tract 6131, Maricopa County, Arizona","**","**","-","-",
"1400000US04013613200","Census Tract 6132, Maricopa County, Arizona","56972","null","90518","null",
"1400000US04013613300","Census Tract 6133, Maricopa County, Arizona","101328","null","121324","null",
"1400000US04013613400","Census Tract 6134, Maricopa County, Arizona","103974","null","73550","null",
"1400000US04013613500","Census Tract 6135, Maricopa County, Arizona","200957","null","129091","null",
"1400000US04013613600","Census Tract 6136, Maricopa County, Arizona","22756","null","108198","null",
"1400000US04013613700","Census Tract 6137, Maricopa County, Arizona","110584","null","155426","null",
"1400000US04013613800","Census Tract 6138, Maricopa County, Arizona","119611","null","94583","null",
"1400000US04013613900","Census Tract 6139, Maricopa County, Arizona","16326","null","99141","null",
"1400000US04013614000","Census Tract 6140, Maricopa County, Arizona","83966","null","133750","null",
"1400000US04013614100","Census Tract 6141, Maricopa County, Arizona","54453","null","105385","null",
"1400000US04013614200","Census Tract 6142, Maricopa County, Arizona","71969","null","110395","null",
"1400000US04013614300","Census Tract 6143, Maricopa County, Arizona","69091","null","94958","null",
"1400000US04013614400","Census Tract 6144, Maricopa County, Arizona","50186","null","60577","null",
"1400000US04013614500","Census Tract 6145, Maricopa County, Arizona","15538","null","30033","null",
"1400000US04013614600","Census Tract 6146, Maricopa County, Arizona","13368","null","52932","null",
"1400000US04013614700","Census Tract 6147, Maricopa County, Arizona","7462","null","30529","null",
"1400000US04013614800","Census Tract 6148, Maricopa County, Arizona","53395","null","52917","null",
"1400000US04013614900","Census Tract 6149, Maricopa County, Arizona","25269","null","143438","null",
"1400000US04013615000","Census Tract 6150, Maricopa County, Arizona","108038","null","56442","null",
"1400000US04013615100","Census Tract 6151, Maricopa County, Arizona","36914","null","76791","null",
"1400000US04013615200","Census Tract 6152, Maricopa County, Arizona","5895","null","56989","null",
"1400000US04013615300","Census Tract 6153, Maricopa County, Arizona","19684","null","35577","null",
"1400000US04013615400","Census Tract 6154, Maricopa County, Arizona","**","**","-","-",
"1400000US04013615500","Census Tract 6155, Maricopa County, Arizona","62987","null","58654","null",
"1400000US04013615600","Census Tract 6156, Maricopa County, Arizona","59239","null","42000","null",
"1400000US04013615700","Census Tract 6157, Maricopa County, Arizona","121272","null","117560","null",
"1400000US04013615800","Census Tract 6158, Maricopa County, Arizona","46280","null","70089","null",
"1400000US04013615900","Census Tract 6159, Maricopa County, Arizona","81655","null","145063","null",
"1400000US04013616000","Census Tract 6160, Maricopa County, Arizona","**","**","-","-",
"1400000US04013616100","Census Tract 6161, Maricopa County, Arizona","56625","null","95275","null",
"1400000US04013616200","Census Tract 6162, Maricopa County, Arizona","44082","null","74712","null",
"1400000US04013616300","Census Tract 6163, Maricopa County, Arizona","31324","null","102596","null",
"1400000US04013616400","Census Tract 6164, Maricopa County, Arizona","105673","null","105948","null",
"1400000US04013616500","Census Tract 6165, Maricopa County, Arizona","1346","null","49063","null",
"1400000US04013616600","Census Tract 6166, Maricopa County, Arizona","18313","null","36948","null",
"1400000US04013616700","Census Tract 6167, Maricopa County, Arizona","31289","null","73333","null",
"1400000US04013616800","Census Tract 6168, Maricopa County, Arizona","1368","null","53567","null",
"1400000US04013616900","Census Tract 6169, Maricopa County, Arizona","12842","null","55284","null",
"1400000US04013617000","Census Tract 6170, Maricopa County, Arizona","45057","null","27406","null",
"1400000US04013617100","Census Tract 6171, Maricopa County, Arizona","**","**","-","-",
"1400000US04013617200","Census Tract 6172, Maricopa County, Arizona","6391","null","108818","null",
"1400000US04013617300","Census Tract 6173, Maricopa County, Arizona","27769","null","78304","null",
"1400000US04013617400","Census Tract 6174, Maricopa County, Arizona","23176","null","68000","null",
"1400000US04013617500","Census Tract 6175, Maricopa County, Arizona","80203","null","77788","null",
"1400000US04013617600","Census Tract 6176, Maricopa County, Arizona","40333","null","60192","null",
"1400000US04013617700","Census Tract 6177, Maricopa County, Arizona","14695","null","32159","null",
"1400000US04013617800","Census Tract 6178, Maricopa County, Arizona","25579","null","70156","null",
"1400000US04013617900","Census Tract 6179, Maricopa County, Arizona","***","***","2,500-","2,500-",
"1400000US04013618000","Census Tract 6180, Maricopa County, Arizona","20717","null","68426","null",
"1400000US04013618100","Census Tract 6181, Maricopa County, Arizona","37596","null","67171","null",
"1400000US04013618200","Census Tract 6182, Maricopa County, Arizona","49075","null","57841","null",
"1400000US04013618300","Census Tract 6183, Maricopa County, Arizona","24944","null","75568","null",
"1400000US04013618400","Census Tract 6184, Maricopa County, Arizona","39263","null","37368","null",
"1400000US04013618500","Census Tract 6185, Maricopa County, Arizona","13255","null","33750","null",
"1400000US04013618600","Census Tract 6186, Maricopa County, Arizona","14348","null","45577","null",
"1400000US04013618700","Census Tract 6187, Maricopa County, Arizona","66866","null","31510","null",
"1400000US04013618800","Census Tract 6188, Maricopa County, Arizona","34212","null","45305","null",
"1400000US04013618900","Census Tract 6189, Maricopa County, Arizona","3096","null","37778","null",
"1400000US04013619000","Census Tract 6190, Maricopa County, Arizona","4820","null","38070","null",
"1400000US04013619100","Census Tract 6191, Maricopa County, Arizona","21491","null","32361","null",
"1400000US04013619200","Census Tract 6192, Maricopa County, Arizona","12142","null","36683","null",
"1400000US04013619300","Census Tract 6193, Maricopa County, Arizona","15920","null","39875","null",
"1400000US04013619400","Census Tract 6194, Maricopa County, Arizona","10879","null","31685","null",
"1400000US04013619500","Census Tract 6195, Maricopa County, Arizona","24913","null","52946","null",
"1400000US04013619600","Census Tract 6196, Maricopa County, Arizona","86673","null","32413","null",
"1400000US04013619700","Census Tract 6197, Maricopa County, Arizona","39600","null","90980","null",
"1400000US04013619800","Census Tract 6198, Maricopa County, Arizona","53307","null","43750","null",
"1400000US04013619900","Census Tract 6199, Maricopa County, Arizona","**","**","-","-",
"1400000US04013723303","Census Tract 7233.03, Maricopa County, Arizona","**","**","-","-",
"1400000US04013723304","Census Tract 7233.04, Maricopa County, Arizona","14778","null","31927","null",
"1400000US04013723305","Census Tract 7233.05, Maricopa County, Arizona","1717","null","26375","null",
"1400000US04013723306","Census Tract 7233.06, Maricopa County, Arizona","**","**","-","-",
"1400000US04013723307","Census Tract 7233.07, Maricopa County, Arizona","81486","null","116111","null",
"1400000US04013723308","Census Tract 7233.08, Maricopa County, Arizona","38108","null","91250","null",
"1400000US04013810000","Census Tract 8100, Maricopa County, Arizona","99954","null","64773","null",
"1400000US04013810100","Census Tract 8101, Maricopa County, Arizona","101213","null","151500","null",
"1400000US04013810200","Census Tract 8102, Maricopa County, Arizona","64615","null","101842","null",
"1400000US04013810300","Census Tract 8103, Maricopa County, Arizona","39616","null","47216","null",
"1400000US04013810400","Census Tract 8104, Maricopa County, Arizona","19852","null","65625","null",
"1400000US04013810500","Census Tract 8105, Maricopa County, Arizona","10538","null","74351","null",
"1400000US04013810600","Census Tract 8106, Maricopa County, Arizona","101925","null","102935","null",
"1400000US04013810700","Census Tract 8107, Maricopa County, Arizona","34968","null","40179","null",
"1400000US04013810800","Census Tract 8108, Maricopa County, Arizona","25059","null","96413","null",
"1400000US04013810900","Census Tract 8109, Maricopa County, Arizona","117224","null","66857","null",
"1400000US04013811000","Census Tract 8110, Maricopa County, Arizona","11490","null","73136","null",
"1400000US04013811100","Census Tract 8111, Maricopa County, Arizona","108163","null","48125","null",
"1400000US04013811200","Census Tract 8112, Maricopa County, Arizona","13002","null","36349","null",
